"customer_id","orders_used_in_calc","avg_days_between_orders_fractional"
"12403",1,471.97
"15219",1,472.23
"16715",1,484.24
"17245",1,484.79
"18042",1,488.04
"15374",1,495.91
"14459",1,496.01
"13739",1,509.13
"12953",1,512.82
"14241",1,512.86
"14793",1,513.91
"12784",1,513.99
"15432",1,518.08
"13583",1,523.87
"16737",1,524.13
"14598",1,525.01
"15720",1,525.96
"14581",1,527.87
"15216",1,531.08
"13974",1,532.87
"14474",1,533.05
"15025",1,535.08
"17805",1,536.88
"16763",1,539.85
"15597",1,540.01
"17514",1,541.07
"14039",1,542.15
"16454",1,547.04
"14537",1,565.88
"15603",1,569.75
"16847",1,575.00
"15524",1,582.12
"17660",1,595.90
"16641",1,596.02
"18174",1,596.19
"16666",1,601.95
"17301",1,603.02
"12638",1,606.11
"17958",1,611.86
"14171",1,632.12
"17359",1,636.99
"12531",1,671.87
"17344",1,682.02
"14799",1,686.21
"16127",1,687.07
"14954",1,690.91
"13091",1,701.13
"15115",1,714.15
