"numeric_part","stock_code","description","total_qty_variant","total_qty_family"
84801,"84801A","PINK HYDRANGEA ART FLOWER",272,292
84801,"84801A","wet damaged",-48,292
84801,"84801B","",-44,292
84801,"84801B","WHITE HYDRANGEA ART FLOWER",214,292
84802,"84802A","",-90,429
84802,"84802A","WHITE ANEMONE ARTIFICIAL FLOWER",209,429
84802,"84802B","",-125,429
84802,"84802B","PURPLE ANEMONE ARTIFICIAL FLOWER",435,429
84803,"84803A","",-23,198
84803,"84803A","PINK ALLIUM  ARTIFICIAL FLOWER",109,198
84803,"84803B","",79,198
84803,"84803B","WHITE ALLIUM  ARTIFICIAL FLOWER",33,198
84804,"84804A","CREAM DELPHINIUM ARTIFICIAL FLOWER",224,369
84804,"84804A","wet damaged",-125,369
84804,"84804B","",-96,369
84804,"84804B","BLUE DELPHINIUM ARTIFICIAL FLOWER",366,369
84805,"84805A","CREAM CLIMBING HYDRANGA ART FLOWER",147,295
84805,"84805A","wet damaged",-96,295
84805,"84805B","BLUE CLIMBING HYDRANGA ART FLOWER",340,295
84805,"84805B","wet damaged",-96,295
84806,"84806A","PINK CANDYSTUFT ARTIFICIAL FLOWER",319,769
84806,"84806B","WHITE CANDYSTUFT ARTIFICIAL FLOWER",450,769
84809,"84809A","",-126,132
84809,"84809A","WHITE CHRYSANTHEMUMS ART FLOWER",286,132
84809,"84809B","damaged",-324,132
84809,"84809B","PINK CHRYSANTHEMUMS ART FLOWER",296,132
84810,"84810C","",-3,-3
84811,"84811A","",1,1
84814,"84814A","",-13,74
84814,"84814A","HEXAGONAL CRYSTAL PERFUME BOTTLE",1,74
84814,"84814B","",79,74
84814,"84814B","RHOMBUS CRYSTAL PERFUME BOTTLE",7,74
84845,"84845A","",-2,80
84845,"84845A","HOLLYHOCK SQUARE HANDY TIN",1,80
84845,"84845B","",-8,80
84845,"84845C","",14,80
84845,"84845C","CARNATION SQUARE HANDY TIN",39,80
84845,"84845D","",-5,80
84845,"84845D","GERANIUM SQUARE HANDY TIN",41,80
84846,"84846A","",-8,257
84846,"84846A","SCENTED CANDLE IN DIGITALIS TIN",265,257
84849,"84849A","HELLO SAILOR BLUE SOAP HOLDER",461,3977
84849,"84849B","FAIRY SOAP SOAP HOLDER",1959,3977
84849,"84849C","",-14,3977
84849,"84849D","",21,3977
84849,"84849D","HOT BATHS SOAP HOLDER",1550,3977
84856,"84856L","",-27,680
84856,"84856L","LARGE TAHITI BEACH BAG",239,680
84856,"84856S","",2,680
84856,"84856S","SMALL TAHITI BEACH BAG",466,680
84857,"84857A","",-1,245
84857,"84857A","SILVER MONTE CARLO HANDBAG",8,245
84857,"84857B","",20,245
84857,"84857B","BLUE MONTE CARLO HANDBAG",22,245
84857,"84857C","",0,245
84857,"84857C","PINK MONTE CARLO HANDBAG",196,245
84858,"84858A","",-5,643
84858,"84858A","NATURAL RIVIERA HANDBAG",53,643
84858,"84858A","wet and rotting",-100,643
84858,"84858B","",186,643
84858,"84858B","BLUE RIVIERA HANDBAG",326,643
84858,"84858B","wet & rotting",-200,643
84858,"84858C","",36,643
84858,"84858C","PINK RIVIERA HANDBAG",347,643
84859,"84859A","SILVER DISCO HANDBAG",293,727
84859,"84859B","BLUE DISCO HANDBAG",283,727
84859,"84859C","PINK DISCO HANDBAG",304,727
84859,"84859C","wet?",-153,727
84864,"84864A","",-6,1
84864,"84864A","PINK PAISLEY PHOTO ALBUM",7,1
84867,"84867a","PINK BABY GIRLS PHOTO ALBUM",1,-17
84867,"84867A","",-29,-17
84867,"84867A","PINK BABY GIRLS PHOTO ALBUM",16,-17
84867,"84867b","BLUE BABY BOY'S PHOTO ALBUM",2,-17
84867,"84867B","",-7,-17
84868,"84868A","",-13,-19
84868,"84868A","PINK BABY GIRL'S MEMORY BOX",2,-19
84868,"84868B","",-11,-19
84868,"84868B","BLUE BABY BOY'S MEMORY BOX",3,-19
84870,"84870B","BLUE GEISHA GIRL ",95,194
84870,"84870C","GREEN GEISHA GIRL ",99,194
84872,"84872a","TEATIME FUNKY FLOWER BACKPACK FOR 2",64,217
84872,"84872A","",-28,217
84872,"84872A","TEATIME FUNKY FLOWER BACKPACK FOR 2",181,217
84873,"84873a","FUNKY FLOWER PICNIC BAG FOR 4",88,115
84873,"84873A","",-2,115
84873,"84873A","FUNKY FLOWER PICNIC BAG FOR 4",33,115
84873,"84873B","",-4,115
84874,"84874A","",-1,77
84874,"84874B","",-9,77
84874,"84874B","BLUE TRAVEL FIRST AID KIT",87,77
84875,"84875A","",-45,824
84875,"84875A","PINK SQUARE COMPACT MIRROR",16,824
84875,"84875B","",-18,824
84875,"84875B","GREEN SQUARE COMPACT MIRROR",377,824
84875,"84875D","",118,824
84875,"84875D","BLUE SQUARE COMPACT MIRROR",371,824
84875,"84875D","found",5,824
84876,"84876B","",-59,661
84876,"84876B","found",66,661
84876,"84876B","GREEN HEART COMPACT MIRROR",346,661
84876,"84876C","",-19,661
84876,"84876C","SILVER HEART COMPACT MIRROR",7,661
84876,"84876D","BLUE HEART COMPACT MIRROR",322,661
84876,"84876D","damaged",-2,661
84877,"84877A","",-43,258
84877,"84877A","PINK ROUND COMPACT MIRROR",74,258
84877,"84877B","",-27,258
84877,"84877B","GREEN ROUND COMPACT MIRROR",289,258
84877,"84877C","",1,258
84877,"84877D","",-1,258
84877,"84877D","?",-203,258
84877,"84877D","BLUE ROUND COMPACT MIRROR",167,258
84877,"84877D","found",1,258
84884,"84884a","ANT WHITE WIRE HEART SPIRAL",56,1777
84884,"84884A","ANT WHITE WIRE HEART SPIRAL",1721,1777
84891,"84891B","",12,24
84891,"84891B","GREEN WIRE GOBLET CANDLEHOLDER",12,24
84896,"84896C","",-12,-12
84897,"84897A","",-5,-5
84898,"84898E","",-7,115
84898,"84898F","",-50,115
84898,"84898F","YELLOW FLOWERS FELT HANDBAG KIT",172,115
84899,"84899A","",1,94
84899,"84899E","",-26,94
84899,"84899E","YELLOW + BROWN BEAR FELT PURSE KIT",39,94
84899,"84899E","YELLOW BROWN BEAR FELT PURSE KIT",13,94
84899,"84899F","",-54,94
84899,"84899F","YELLOW PURPLE DAISY FELT PURSE KIT",121,94
84908,"84908A","",-43,771
84908,"84908A","PINK 5 PATCH FLOWER CUSHION COVER ",432,771
84908,"84908B","",-53,771
84908,"84908B","BLUE 5 PATCH FLOWER CUSHION COVER",435,771
84909,"84909A","",-15,194
84909,"84909A","PINK PAISLEY QUILT ",209,194
84910,"84910A","",-16,405
84910,"84910A","PINK PAISLEY CUSHION COVER ",421,405
84912,"84912a","PINK ROSE WASHBAG",2,2213
84912,"84912A","",72,2213
84912,"84912A","PINK ROSE WASHBAG",1097,2213
84912,"84912B","",-93,2213
84912,"84912B","damaged",-14,2213
84912,"84912B","GREEN ROSE WASHBAG",1149,2213
84913,"84913A","",-75,995
84913,"84913A","SOFT PINK ROSE TOWEL ",629,995
84913,"84913B","MINT GREEN ROSE TOWEL",441,995
84914,"84914A","",6,12
84914,"84914A","PINK ROSE PICNIC RUG",6,12
84924,"84924A","WAKE UP COCKEREL CALENDAR SIGN ",139,1751
84924,"84924D","",-5,1751
84924,"84924D","eurobargain invc/credit",372,1751
84924,"84924D","LA PALMIERA METAL SIGN CALENDAR",764,1751
84924,"84924F","",-14,1751
84924,"84924F","PSYCHEDELIC METAL SIGN CALENDAR",495,1751
84925,"84925A","",-22,466
84925,"84925A","WAKE UP COCKEREL WALL THERMOMETER",179,466
84925,"84925C","",-29,466
84925,"84925C","FAIRY CAKES  WALL THERMOMETER",28,466
84925,"84925D","",-34,466
84925,"84925D","incorrect credit",-372,466
84925,"84925D","LA PALMIERA WALL THERMOMETER",81,466
84925,"84925E","",-17,466
84925,"84925E","FLOWERS WALL THERMOMETER",75,466
84925,"84925F","",-35,466
84925,"84925F","?",-104,466
84925,"84925F","PSYCHEDELIC WALL THERMOMETER",716,466
84926,"84926A","WAKE UP COCKEREL TILE COASTER",673,3176
84926,"84926B","",14,3176
84926,"84926B","SCOTTS ROSES TILE COASTER",54,3176
84926,"84926C","",-45,3176
84926,"84926C","FAIRY CAKES TILE COASTER",134,3176
84926,"84926D","LA PALMIERA TILE COASTER",777,3176
84926,"84926E","FLOWERS TILE COASTER",1108,3176
84926,"84926F","PSYCHEDELIC TILE COASTER",461,3176
84927,"84927A","",-22,1279
84927,"84927A","WAKE UP COCKEREL TILE HOOK",152,1279
84927,"84927C","",2,1279
84927,"84927D","",-1,1279
84927,"84927D","LA PALMIERA TILE HOOK",520,1279
84927,"84927E","",-2,1279
84927,"84927E","FLOWERS TILE HOOK",300,1279
84927,"84927F","PSYCHEDELIC TILE HOOK",330,1279
84931,"84931A","PINK SCOTTIE DOG W FLOWER PATTERN",209,485
84931,"84931B","BLUE SCOTTIE DOG W FLOWER PATTERN",276,485
84932,"84932A","",-39,866
84932,"84932A","SMALL GREEN PEONY FOLDING STOOL",262,866
84932,"84932B","",-17,866
84932,"84932B","SMALL PINK PEONY FOLDING STOOL",189,866
84932,"84932C","?",-33,866
84932,"84932C","SMALL ORIENTAL BLUE FOLDING STOOL",281,866
84932,"84932D","",0,866
84932,"84932D","damages",-16,866
84932,"84932D","SMALL ORIENTAL RED FOLDING STOOL",239,866
84933,"84933A","",-2,392
84933,"84933A","LARGE GREEN PEONY FOLDING STOOL",131,392
84933,"84933B","",-8,392
84933,"84933B","LARGE PINK PEONY FOLDING STOOL",136,392
84933,"84933C","",4,392
84933,"84933C","LARGE BLUE ORIENTAL FOLDING STOOL",136,392
84933,"84933D","",-5,392
84951,"84951A","S/4 PISTACHIO LOVEBIRD COASTERS",107,1175
84951,"84951A","SET OF 4 PISTACHIO LOVEBIRD COASTER",493,1175
84951,"84951b","S/4 BLACK LOVEBIRD COASTERS",9,1175
84951,"84951b","SET OF 4 BLACK LOVEBIRD COASTERS",1,1175
84951,"84951B","S/4 BLACK LOVEBIRD COASTERS",88,1175
84951,"84951B","SET OF 4 BLACK LOVEBIRD COASTERS",477,1175
84952,"84952A","CLEAR LOVE BIRD T-LIGHT HOLDER",167,966
84952,"84952B","BLACK LOVE BIRD T-LIGHT HOLDER",424,966
84952,"84952C","",-38,966
84952,"84952C","MIRROR LOVE BIRD T-LIGHT HOLDER",413,966
84963,"84963A","",-2,43
84963,"84963A","PINK PAINTED KASHMIRI CHAIR",27,43
84963,"84963B","BLUE PAINTED KASHMIRI CHAIR",18,43
84964,"84964A","",-4,21
84964,"84964A","PINK PAINTED KASHMIRI TABLE",11,21
84964,"84964B","",-3,21
84964,"84964B","BLUE PAINTED KASHMIRI TABLE ",17,21
84965,"84965A","",-2,43
84965,"84965A","PINK KASHMIRI COFFEE TABLE ",20,43
84965,"84965B","",-2,43
84965,"84965B","BLUE KASHMIRI COFFEE TABLE ",27,43
84966,"84966A","",-17,36
84966,"84966A","PINK KASHMIRI BOXED MIRROR",13,36
84966,"84966A","Sold as C",-16,36
84966,"84966B","",-11,36
84966,"84966B","BLUE KASHMIRI BOXED MIRROR",33,36
84966,"84966C","",-5,36
84966,"84966C","GREEN KASHMIRI BOXED MIRROR",23,36
84966,"84966C","Sold as A/B",16,36
84967,"84967A","",-2,21
84967,"84967A","PINK KASHMIRI OCCASIONAL TABLE",2,21
84967,"84967B","",-2,21
84967,"84967B","BLUE KASHMIRI OCCASIONAL TABLE",21,21
84967,"84967C","",-7,21
84967,"84967C","GREEN KASHMIRI OCCASIONAL TABLE",9,21
84968,"84968a","S/16 VINTAGE ROSE CUTLERY",1,2569
84968,"84968a","SET OF 16 VINTAGE ROSE CUTLERY",6,2569
84968,"84968A","S/16 VINTAGE ROSE CUTLERY",190,2569
84968,"84968A","SET OF 16 VINTAGE ROSE CUTLERY",309,2569
84968,"84968b","S/16 VINTAGE IVORY CUTLERY",1,2569
84968,"84968b","SET OF 16 VINTAGE IVORY CUTLERY",1,2569
84968,"84968B","",-40,2569
84968,"84968B","rust,missing sets etc",-256,2569
84968,"84968B","S/16 VINTAGE IVORY CUTLERY",426,2569
84968,"84968B","SET OF 16 VINTAGE IVORY CUTLERY",5,2569
84968,"84968C","S/16 VINTAGE PISTACHIO CUTLERY",262,2569
84968,"84968C","SET OF 16 VINTAGE PISTACHIO CUTLERY",378,2569
84968,"84968d","S/16 VINTAGE RED CUTLERY",1,2569
84968,"84968d","SET OF 16 VINTAGE RED CUTLERY",3,2569
84968,"84968D","",480,2569
84968,"84968D","?",-266,2569
84968,"84968D","S/16 VINTAGE RED CUTLERY",287,2569
84968,"84968D","SET OF 16 VINTAGE RED CUTLERY",186,2569
84968,"84968e","S/16 VINTAGE BLACK CUTLERY",4,2569
84968,"84968e","SET OF 16 VINTAGE BLACK CUTLERY",13,2569
84968,"84968E","check",-70,2569
84968,"84968E","S/16 VINTAGE BLACK CUTLERY",221,2569
84968,"84968E","SET OF 16 VINTAGE BLACK CUTLERY",164,2569
84968,"84968f","SET OF 16 VINTAGE SKY BLUE CUTLERY",2,2569
84968,"84968F","check",-40,2569
84968,"84968F","S/16 VINTAGE SKY BLUE CUTLERY",84,2569
84968,"84968F","SET OF 16 VINTAGE SKY BLUE CUTLERY",217,2569
84970,"84970l","SINGLE HEART ZINC T-LIGHT HOLDER",247,44922
84970,"84970L","",-32,44922
84970,"84970L","SINGLE HEART ZINC T-LIGHT HOLDER",17601,44922
84970,"84970s","HANGING HEART ZINC T-LIGHT HOLDER",387,44922
84970,"84970S","HANGING HEART ZINC T-LIGHT HOLDER",26719,44922
84971,"84971l","LARGE HEART FLOWERS HOOK   ",2,6595
84971,"84971L","",-106,6595
84971,"84971L","LARGE HEART FLOWERS HOOK   ",563,6595
84971,"84971s","SMALL HEART FLOWERS HOOK ",6,6595
84971,"84971S","?",-504,6595
84971,"84971S","SMALL HEART FLOWERS HOOK ",6634,6595
84972,"84972L","",117,233
84972,"84972L","GIANT PINK HEART MEMO HOLDER",117,233
84972,"84972M","",-1,233
84984,"84984A","GREEN PEONY CUSHION COVER",255,1038
84984,"84984A","GREEN PEONY DES C/COVER",9,1038
84984,"84984B","",71,1038
84984,"84984B","RED PEONY CUSHION COVER ",309,1038
84984,"84984B","RED PEONY DES C/COVER ",11,1038
84984,"84984C","",-8,1038
84984,"84984C","ORIENTAL BLUE C/COVER ",13,1038
84984,"84984C","ORIENTAL BLUE CUSHION COVER ",219,1038
84984,"84984D","ORIENTAL RED C/COVER ",27,1038
84984,"84984D","ORIENTAL RED CUSHION COVER ",132,1038
84985,"84985a","SET OF 72 GREEN PAPER DOILIES",10,696
84985,"84985A","",-66,696
84985,"84985A","SET OF 72 GREEN PAPER DOILIES",650,696
84985,"84985b","SET OF 72 BLACK PAPER DOILIES ",1,696
84985,"84985B","",-27,696
84985,"84985B","SET OF 72 BLACK PAPER DOILIES ",128,696
84986,"84986A","",11,519
84986,"84986b","SET OF 36 SILVER PAPER DOILIES",6,519
84986,"84986B","",38,519
84986,"84986B","SET OF 36 SILVER PAPER DOILIES",464,519
84989,"84989a","75 GREEN FAIRY CAKE CASES",75,3070
84989,"84989A","",-41,3070
84989,"84989A","75 GREEN FAIRY CAKE CASES",2119,3070
84989,"84989b","75 BLACK FAIRY CAKE CASES",10,3070
84989,"84989B","",-103,3070
84989,"84989B","75 BLACK FAIRY CAKE CASES",1010,3070
84993,"84993a","75 GREEN PETIT FOUR CASES",51,1987
84993,"84993A","75 GREEN PETIT FOUR CASES",1498,1987
84993,"84993b","75 BLACK PETIT FOUR CASES",20,1987
84993,"84993B","",-147,1987
84993,"84993B","75 BLACK PETIT FOUR CASES",565,1987
84997,"84997a","CHILDRENS CUTLERY POLKADOT GREEN ",101,33954
84997,"84997a","GREEN 3 PIECE MINI DOTS CUTLERY SET",43,33954
84997,"84997a","GREEN 3 PIECE POLKADOT CUTLERY SET",34,33954
84997,"84997A","",-289,33954
84997,"84997A","CHILDRENS CUTLERY POLKADOT GREEN ",1715,33954
84997,"84997A","GREEN 3 PIECE MINI DOTS CUTLERY SET",1906,33954
84997,"84997A","GREEN 3 PIECE POLKADOT CUTLERY SET",1618,33954
84997,"84997b","CHILDRENS CUTLERY RETROSPOT RED ",273,33954
84997,"84997b","RED 3 PIECE MINI DOTS CUTLERY SET",49,33954
84997,"84997b","RED 3 PIECE RETROSPOT CUTLERY SET",217,33954
84997,"84997B","CHILDRENS CUTLERY RETROSPOT RED ",2628,33954
84997,"84997B","RED 3 PIECE MINI DOTS CUTLERY SET",4206,33954
84997,"84997B","RED 3 PIECE RETROSPOT CUTLERY SET",2445,33954
84997,"84997c","BLUE 3 PIECE MINI DOTS CUTLERY SET",3,33954
84997,"84997c","BLUE 3 PIECE POLKADOT CUTLERY SET",88,33954
84997,"84997c","CHILDRENS CUTLERY POLKADOT BLUE",265,33954
84997,"84997C","?",-741,33954
84997,"84997C","BLUE 3 PIECE MINI DOTS CUTLERY SET",3895,33954
84997,"84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",2301,33954
84997,"84997C","CHILDRENS CUTLERY POLKADOT BLUE",2577,33954
84997,"84997d","CHILDRENS CUTLERY POLKADOT PINK",285,33954
84997,"84997d","PINK 3 PIECE MINI DOTS CUTLERY SET",1,33954
84997,"84997d","PINK 3 PIECE POLKADOT CUTLERY SET",104,33954
84997,"84997D","",-476,33954
84997,"84997D","CHILDRENS CUTLERY POLKADOT PINK",3664,33954
84997,"84997D","PINK 3 PIECE MINI DOTS CUTLERY SET",4338,33954
84997,"84997D","PINK 3 PIECE POLKADOT CUTLERY SET",2704,33954
85014,"85014a","BLACK/BLUE DOTS RUFFLED UMBRELLA",10,12872
85014,"85014a","BLACK/BLUE POLKADOT UMBRELLA",27,12872
85014,"85014A","BLACK/BLUE DOTS RUFFLED UMBRELLA",2968,12872
85014,"85014A","BLACK/BLUE POLKADOT UMBRELLA",1689,12872
85014,"85014b","RED RETROSPOT UMBRELLA",39,12872
85014,"85014b","RED/WHITE DOTS RUFFLED UMBRELLA",6,12872
85014,"85014B","RED RETROSPOT UMBRELLA",2740,12872
85014,"85014B","RED/WHITE DOTS RUFFLED UMBRELLA",3444,12872
85014,"85014C","",-297,12872
85014,"85014C","BLUE/BROWN DOTS RUFFLED UMBRELLA",355,12872
85014,"85014D","",-28,12872
85014,"85014D","PINK/BROWN DOTS RUFFLED UMBRELLA",1919,12872
85017,"85017A","",-31,2609
85017,"85017A","ENVELOPE 50 ROMANTIC IMAGES",1167,2609
85017,"85017A","wrong ctn size",-626,2609
85017,"85017B","",-199,2609
85017,"85017B","ENVELOPE 50 BLOSSOM IMAGES",2239,2609
85017,"85017C","?",-728,2609
85017,"85017C","adjustment",1,2609
85017,"85017C","ENVELOPE 50 CURIOUS IMAGES",809,2609
85017,"85017C","Found",13,2609
85017,"85017D","",-36,2609
85018,"85018A","",-7,846
85018,"85018A","S/6 PAPER BOXES ROMANTIC IMAGES",15,846
85018,"85018B","",-2,846
85018,"85018B","S/6 PAPER BOXES BLOSSOM IMAGES ",15,846
85018,"85018C","",11,846
85018,"85018C","S/6 PAPER BOXES CURIOUS IMAGES ",36,846
85018,"85018D","YULETIDE IMAGES S/6 PAPER BOXES",778,846
85019,"85019A","ROMANTIC IMAGES NOTEBOOK SET",627,1618
85019,"85019B","BLOSSOM  IMAGES NOTEBOOK SET",694,1618
85019,"85019B","check",15,1618
85019,"85019C","CURIOUS  IMAGES NOTEBOOK SET",390,1618
85019,"85019C","Damaged",-108,1618
85023,"85023A","",4,259
85023,"85023A","CRYSTAL LARGE JEWELLED PHOTO FRAME",21,259
85023,"85023B","EAU DE NILE JEWELLED PHOTOFRAME",219,259
85023,"85023C","",-7,259
85023,"85023C","PINK LARGE JEWELED PHOTOFRAME",22,259
85024,"85024A","CRYSTAL SMALL JEWELLED PHOTOFRAME",1,894
85024,"85024B","",576,894
85024,"85024B","EAU DE NILE JEWELLED PHOTOFRAME",218,894
85024,"85024C","PINK SMALL JEWELLED PHOTOFRAME",99,894
85025,"85025A","",5,1217
85025,"85025B","EAU DE NILE HEART SHAPE PHOTO FRAME",571,1217
85025,"85025C","",144,1217
85025,"85025C","barcode problem",-230,1217
85025,"85025C","PINK HEART SHAPE PHOTO FRAME",727,1217
85026,"85026B","",97,400
85026,"85026B","EAU DE NILE JEWELLED T-LIGHT HOLDER",303,400
85027,"85027L","",8,165
85027,"85027L","FRENCH CHATEAU LARGE PLATTER ",157,165
85028,"85028L","",12,677
85028,"85028L","FRENCH CHATEAU LARGE FRUIT BOWL ",245,677
85028,"85028S","",28,677
85028,"85028S","FRENCH CHATEAU SMALL FRUITBOWL",392,677
85031,"85031A","",-9,1454
85031,"85031A","ROMANTIC IMAGES SCRAP BOOK SET",477,1454
85031,"85031B","",4,1454
85031,"85031B","BLOSSOM IMAGES SCRAP BOOK SET",497,1454
85031,"85031C","",4,1454
85031,"85031C","CURIOUS IMAGES SCRAP BOOK SET",481,1454
85032,"85032A","ROMANTIC IMAGES GIFT WRAP SET",1448,4675
85032,"85032B","BLOSSOM IMAGES GIFT WRAP SET",994,4675
85032,"85032C","CURIOUS IMAGES GIFT WRAP SET",882,4675
85032,"85032D","",171,4675
85032,"85032D","damaged",-1,4675
85032,"85032D","YULETIDE IMAGES GIFT WRAP SET",1181,4675
85033,"85033G","",-52,417
85033,"85033G","SET/6 GOLD REINDEER T-LIGHT CANDLES",233,417
85033,"85033S","",-23,417
85033,"85033S","SET/6 SILVER REINDEER T-LIGHTS",259,417
85034,"85034a","3 GARDENIA MORRIS BOXED CANDLES",3,3292
85034,"85034A","3 GARDENIA MORRIS BOXED CANDLES",848,3292
85034,"85034A","check",24,3292
85034,"85034A","damaged",-81,3292
85034,"85034b","3 WHITE CHOC MORRIS BOXED CANDLES",1,3292
85034,"85034B","3 WHITE CHOC MORRIS BOXED CANDLES",1195,3292
85034,"85034C","3 ROSE MORRIS BOXED CANDLES",1302,3292
85035,"85035a","GARDENIA 3 WICK MORRIS BOXED CANDLE",4,2899
85035,"85035A","CHECK",-59,2899
85035,"85035A","GARDENIA 3 WICK MORRIS BOXED CANDLE",629,2899
85035,"85035b","CHOCOLATE 3 WICK MORRIS BOX CANDLE",6,2899
85035,"85035B","check",-36,2899
85035,"85035B","CHOCOLATE 3 WICK MORRIS BOX CANDLE",999,2899
85035,"85035c","ROSE 3 WICK MORRIS BOX CANDLE",3,2899
85035,"85035C","check",-24,2899
85035,"85035C","ROSE 3 WICK MORRIS BOX CANDLE",1377,2899
85036,"85036a","GARDENIA 1 WICK MORRIS BOXED CANDLE",2,-1001
85036,"85036A","",-82,-1001
85036,"85036A","GARDENIA 1 WICK MORRIS BOXED CANDLE",636,-1001
85036,"85036b","CHOCOLATE 1 WICK MORRIS BOX CANDLE",3,-1001
85036,"85036B","check",-23,-1001
85036,"85036B","CHOCOLATE 1 WICK MORRIS BOX CANDLE",606,-1001
85036,"85036B","damages wax",-1284,-1001
85036,"85036C","check",-4,-1001
85036,"85036C","damages wax",-1560,-1001
85036,"85036C","ROSE 1 WICK MORRIS BOXED CANDLE",705,-1001
85039,"85039a","SET/4 RED MINI ROSE CANDLE IN BOWL",67,3732
85039,"85039A","SET/4 RED MINI ROSE CANDLE IN BOWL",1463,3732
85039,"85039b","S/4 IVORY MINI ROSE CANDLE IN BOWL",4,3732
85039,"85039B","S/4 IVORY MINI ROSE CANDLE IN BOWL",1654,3732
85039,"85039C","S/4 BLACK MINI ROSE CANDLE IN BOWL",544,3732
85040,"85040a","S/4 PINK FLOWER CANDLES IN BOWL",51,4721
85040,"85040A","S/4 PINK FLOWER CANDLES IN BOWL",2046,4721
85040,"85040b","SET/4 BLUE FLOWER CANDLES IN BOWL",7,4721
85040,"85040B","",202,4721
85040,"85040B","SET/4 BLUE FLOWER CANDLES IN BOWL",2415,4721
85049,"85049a","TRADITIONAL CHRISTMAS RIBBONS",499,28551
85049,"85049A","TRADITIONAL CHRISTMAS RIBBONS",6286,28551
85049,"85049b","LUSH GREENS RIBBONS",4,28551
85049,"85049B","",-69,28551
85049,"85049B","Amazon",1,28551
85049,"85049B","LUSH GREENS RIBBONS",2136,28551
85049,"85049c","ROMANTIC PINKS RIBBONS ",1,28551
85049,"85049C","",-140,28551
85049,"85049C","ROMANTIC PINKS RIBBONS ",3012,28551
85049,"85049d","BRIGHT BLUES RIBBONS ",2,28551
85049,"85049D","",-26,28551
85049,"85049D","?",-100,28551
85049,"85049D","BRIGHT BLUES RIBBONS ",2378,28551
85049,"85049e","SCANDINAVIAN REDS RIBBONS",298,28551
85049,"85049E","SCANDINAVIAN REDS RIBBONS",6496,28551
85049,"85049F","",-130,28551
85049,"85049F","BABY BOOM RIBBONS ",2115,28551
85049,"85049g","CHOCOLATE BOX RIBBONS ",115,28551
85049,"85049G","",-260,28551
85049,"85049G","CHOCOLATE BOX RIBBONS ",3857,28551
85049,"85049H","URBAN BLACK RIBBONS ",2076,28551
85061,"85061W","",-391,6024
85061,"85061W","WHITE JEWELLED HEART DECORATION",6415,6024
85071,"85071A","BLUE CHARLIE+LOLA PERSONAL DOORSIGN",1762,6389
85071,"85071B","RED CHARLIE+LOLA PERSONAL DOORSIGN",2446,6389
85071,"85071C","CHARLIE+LOLAEXTREMELY BUSY SIGN",1291,6389
85071,"85071D","CHARLIE+LOLA MY ROOM DOOR SIGN",890,6389
85085,"85085A","",-30,-30
85086,"85086A","",-30,524
85086,"85086A","CANDY SPOT HEART DECORATION",587,524
85086,"85086B","",-33,524
85097,"85097B","",17,112
85097,"85097B","BLUE ROCKING SINGING CANARY",95,112
85098,"85098A","",1,292
85098,"85098B","",-26,292
85098,"85098B","BLUE FLYING SINGING CANARY",317,292
85099,"85099b","JUMBO BAG RED RETROSPOT",419,163177
85099,"85099B","JUMBO BAG RED RETROSPOT",77671,163177
85099,"85099B","JUMBO BAG RED WHITE SPOTTY ",14066,163177
85099,"85099B","missing",-1400,163177
85099,"85099B","RED RETROSPOT JUMBO BAG ",5402,163177
85099,"85099c","JUMBO  BAG BAROQUE BLACK WHITE",17,163177
85099,"85099C","JUMBO  BAG BAROQUE BLACK WHITE",30936,163177
85099,"85099f","JUMBO BAG STRAWBERRY",213,163177
85099,"85099F","",-991,163177
85099,"85099F","JUMBO BAG STRAWBERRY",36844,163177
85114,"85114a","BLACK ENCHANTED FOREST PLACEMAT",56,5046
85114,"85114A","BLACK ENCHANTED FOREST PLACEMAT",1410,5046
85114,"85114b","IVORY ENCHANTED FOREST PLACEMAT",56,5046
85114,"85114B","IVORY ENCHANTED FOREST PLACEMAT",2074,5046
85114,"85114c","RED ENCHANTED FOREST PLACEMAT",188,5046
85114,"85114C","",41,5046
85114,"85114C","RED ENCHANTED FOREST PLACEMAT",1221,5046
85115,"85115B","S/4 BLACK DISCO PARTITION PANEL",6,6
85121,"85121B","",-6,150
85121,"85121B","RETRO LAUNDRY TUB PINK",75,150
85121,"85121C","",-15,150
85121,"85121C","RETRO LAUNDRY TUB PISTACHIO",96,150
85123,"85123a","WHITE HANGING HEART T-LIGHT HOLDER",597,96664
85123,"85123A","?",4000,96664
85123,"85123A","21733 mixed",-192,96664
85123,"85123A","CREAM HANGING HEART T-LIGHT HOLDER",61,96664
85123,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",92453,96664
85123,"85123A","wrongly marked carton 22804",-256,96664
85123,"85123b","ZINC HANGING HEART T-LITE HLDR",1,96664
85124,"85124a","PINK JUICY FRUIT PHOTO FRAME",10,1155
85124,"85124A","",2,1155
85124,"85124A","damaged",-26,1155
85124,"85124A","PINK JUICY FRUIT PHOTO FRAME",369,1155
85124,"85124b","BLUE JUICY FRUIT PHOTO FRAME",2,1155
85124,"85124B","BLUE JUICY FRUIT PHOTO FRAME",360,1155
85124,"85124c","GREEN JUICY FRUIT PHOTO FRAME",3,1155
85124,"85124C","",-8,1155
85124,"85124C","GREEN JUICY FRUIT PHOTO FRAME",443,1155
