"stock_code","avg_interval_whole_day","avg_interval_fractional_day"
"84313C",6.5,6.96
"84327A",1.6,2.03
"84340",1.6,2.10
"84341B",5.5,5.95
"84347",0.7,0.98
"84352",4.8,5.23
"84356",5.0,5.53
"84358",21.5,21.99
"84360",18.3,18.82
"84366",49.5,50.08
"84367",32.1,32.52
"84371",10.6,10.85
"84375",0.6,0.93
"84378",0.3,0.59
"84380",0.3,0.66
"84388",23.5,24.01
"84396",1.4,1.77
"84402B",81.7,82.04
"84402D",8.6,9.01
"84405A",5.7,6.14
"84406B",0.5,0.87
"84414B",11.0,11.65
"84415A",112.0,112.60
"84415B",91.5,91.97
"84422",16.4,16.87
"84424A",14.9,15.24
"84425A",19.5,20.02
"84427B",22.8,23.26
"84429A",17.5,17.96
"84437A",4.6,5.19
"84447",2.6,3.05
"84450A",11.5,12.23
"84450B",2.8,3.30
"84452",15.5,15.92
"84454",6.8,7.25
"84455",4.2,4.65
"84456",13.1,13.53
"84457",9.8,10.38
"84458",2.8,3.27
"84459A",3.0,3.49
"84459B",1.9,2.29
"84461",10.9,11.39
"84462",33.2,33.55
"84464",3.6,4.20
"84465",28.5,29.04
"84466",7.8,8.19
"84467",2.5,2.84
"84469",2.2,2.56
"84472",5.0,5.55
"84482",9.3,9.71
"84493",26.3,26.52
"84497",19.4,19.81
"84499",9.1,9.59
"84507B",5.2,5.66
"84507C",9.4,9.90
"84508A",5.6,6.10
"84508B",9.4,9.90
"84508C",16.5,16.97
"84509A",1.2,1.54
"84509B",3.2,3.70
"84509C",4.8,5.28
"84509E",21.3,21.72
"84509F",7.2,7.57
"84509G",4.2,4.59
"84510A",1.0,1.39
"84510B",1.3,1.66
"84510C",5.0,5.47
"84510E",20.4,21.03
"84510F",7.9,8.36
"84519A",3.2,3.65
"84519B",3.0,3.47
"84520B",0.3,0.63
"84520D",0.6,0.92
"84522",28.1,28.60
"84526",10.2,10.64
"84527",28.3,28.81
"84529A",6.6,6.96
"84529B",16.5,17.01
"84529C",4.3,4.73
"84531A",10.7,11.11
"84531B",11.5,11.90
"84532B",3.5,3.97
"84533B",3.8,4.38
"84534B",1.8,2.18
"84535A",7.9,8.30
"84535B",1.8,2.25
"84536A",0.8,1.18
"84536B",1.4,1.82
"84537B",9.8,10.21
"84539",57.6,57.99
"84546",67.5,67.51
"84548",48.1,48.51
"84549",46.1,46.67
"84550",178.0,178.48
"84551",94.7,95.28
"84555A",8.1,8.72
"84558A",3.0,3.40
"84559A",2.3,2.74
"84559B",2.8,3.20
"84559D",10.7,11.26
"84562A",5.3,5.76
"84562B",8.2,8.49
"84563A",8.0,8.57
"84563B",10.4,10.87
"84564",17.8,18.30
"84568",2.0,2.39
"84569A",6.2,6.60
"84569B",5.8,6.30
"84569C",4.9,5.43
"84569D",3.7,4.14
"84570B",36.0,36.06
"84575A",34.7,35.16
"84575B",33.0,33.86
"84576",18.0,18.47
"84578",0.8,1.20
"84580",1.3,1.67
"84581",2.7,3.14
"84582",11.1,11.51
"84584",7.4,7.89
"84586L",6.6,7.01
"84592",15.2,15.74
"84593",75.8,76.04
"84595B",12.4,12.93
"84595E",13.9,14.45
"84596B",0.6,1.01
"84596E",1.8,2.24
"84596F",0.8,1.20
"84596G",1.7,2.11
"84596I",5.0,5.64
"84596J",3.4,3.81
"84596K",3.4,3.81
"84596L",2.2,2.57
"84597B",20.6,21.01
"84597C",12.3,12.73
"84598",3.0,3.42
"84599",19.6,19.84
"84600",14.0,14.44
"84601A",15.5,16.14
"84608",13.3,13.96
"84609",18.5,18.93
"84611B",98.0,98.28
"84612B",97.5,98.01
"84613A",30.9,31.48
"84613C",23.8,24.35
"84614A",34.8,35.12
"84615",5.8,6.26
"84616",29.0,29.41
"84617",117.3,117.83
"84619",2.8,3.25
"84620",7.2,7.71
"84621",8.7,9.28
"84622",7.3,7.75
"84623",6.6,6.99
"84625A",8.7,9.17
"84625B",9.2,9.77
"84625C",9.1,9.57
"84625D",6.5,6.97
"84627",15.9,16.50
"84629",42.8,43.25
"84631",11.0,11.45
"84632",49.1,49.72
"84637",5.3,5.73
"84638",9.7,10.09
"84653",6.0,6.55
"84656",13.8,14.18
"84657",5.9,6.43
"84658",11.2,11.67
"84659A",2.8,3.22
"84660A",11.1,11.68
"84660B",9.3,9.77
"84660C",5.3,5.76
"84661A",16.1,16.61
"84661B",13.7,14.15
"84661C",27.7,28.16
"84663A",10.8,11.32
"84664",6.1,6.38
"84665",14.5,14.88
"84666",15.2,15.51
"84670",1.5,1.97
"84671B",1.0,1.32
"84673A",6.9,7.37
"84673B",5.1,5.56
"84674",6.5,6.92
"84675",6.3,6.72
"84676",1.9,2.37
"84678",5.4,5.87
"84679",214.0,214.65
"84680",15.8,16.22
"84682",5.6,6.10
"84683",11.0,11.49
"84684",4.3,4.75
"84685",3.9,4.32
"84686",7.4,7.81
"84687",9.4,9.86
"84688",6.1,6.58
"84689",12.4,12.87
"84690",19.2,19.69
"84691",1.9,2.32
"84692",0.3,0.65
"84705A",20.5,21.00
"84705B",4.8,5.43
"84705C",73.0,73.56
"84705D",16.5,17.06
"84705F",33.8,34.23
"84706A",11.8,12.18
"84706B",8.3,8.74
"84706C",18.3,18.99
"84706D",34.1,34.65
"84706F",44.9,45.38
"84707A",11.1,11.60
"84707B",14.0,14.60
"84708B",13.6,14.13
"84709A",11.2,11.78
"84709B",6.3,6.73
"84711A",30.9,31.35
"84711B",25.0,25.34
"84712B",11.8,12.34
"84715",10.1,10.69
"84720",10.5,10.99
"84721",0.0,0.98
"84723",49.5,49.91
"84725",23.0,23.50
"84726",42.0,42.51
"84731",229.5,230.05
"84732B",121.4,121.88
"84732D",121.4,121.88
"84741C",9.7,10.14
"84743C",77.2,77.79
"84744",23.1,23.60
"84745A",35.9,36.43
"84745B",31.4,31.87
"84746",38.7,39.34
"84748",7.3,7.73
"84750A",4.2,4.51
"84750B",6.0,6.53
"84751B",22.3,22.71
"84753A",2.9,3.34
"84754",2.6,3.05
"84755",0.3,0.59
"84757",6.3,6.99
"84760S",14.4,14.84
"84761",4.4,4.79
"84762A",7.0,7.43
"84762B",5.5,6.00
"84762C",3.5,3.93
"84763",2.7,3.18
"84765",20.2,20.78
"84766",24.8,25.32
"84767",20.0,20.57
"84770",2.3,2.61
"84773",7.4,7.85
"84782A",9.6,10.04
"84782B",28.3,28.84
"84782C",15.9,16.41
"84789",4.3,4.81
"84791",1.7,2.20
"84792",1.0,1.42
"84795A",3.0,3.44
"84795B",6.0,6.46
"84795C",2.8,3.25
"84795D",2.5,2.95
"84795E",60.0,60.51
"84796A",5.1,5.58
"84796B",3.5,3.90
"84797A",2.8,3.08
"84797B",3.5,3.75
"84798A",69.7,70.12
"84798B",48.2,48.78
"84798C",14.5,15.04
"84799",14.4,14.93
"84800L",12.7,13.16
"84800M",21.7,22.18
"84800S",31.1,31.61
"84801A",45.3,45.79
"84801B",27.4,27.93
"84802A",15.8,16.22
"84802B",27.9,28.38
"84803A",24.6,25.19
"84803B",54.7,55.19
"84804A",37.7,38.11
"84804B",38.6,38.95
"84805A",80.0,80.50
"84805B",77.2,77.68
"84806A",35.4,35.89
"84806B",20.0,20.39
"84807",15.9,16.39
"84809A",24.1,24.51
"84809B",63.3,63.62
"84813",7.1,7.50
"84814B",2.0,2.40
"84815",3.1,3.60
"84816",31.8,32.30
"84817",8.1,8.57
"84818",2.8,3.26
"84819",7.4,7.80
"84820",12.5,12.98
"84821",9.3,9.81
"84823",9.9,10.25
"84824",22.3,22.77
"84826",14.2,14.62
"84827",25.5,25.96
"84828",1.7,2.09
"84830",14.8,15.35
"84832",0.8,1.17
"84836",0.2,0.52
"84837",1.3,1.72
"84838",7.7,8.39
"84839",0.5,0.84
"84840",1.9,2.35
"84842",20.6,21.17
"84843",6.2,6.70
"84845C",19.0,19.63
"84845D",31.5,31.91
"84846A",12.2,12.74
"84847",11.8,12.39
"84849A",6.5,7.02
"84849B",1.6,2.04
"84849D",2.2,2.65
"84854",2.9,3.35
"84855",14.4,14.79
"84856L",5.3,5.70
"84856S",14.2,14.71
"84857A",53.0,53.48
"84857C",23.4,23.96
"84858A",35.3,35.66
"84858B",3.6,3.91
"84858C",16.1,16.58
"84859A",12.3,12.76
"84859B",39.2,39.59
"84859C",18.1,18.57
"84864A",63.7,63.99
"84865",11.1,11.59
"84867A",29.0,29.45
"84868A",4.0,4.99
"84868B",33.7,34.31
"84869",4.8,5.30
"84870B",17.9,18.38
"84870C",16.6,17.12
"84872A",3.7,4.04
"84873A",7.2,7.39
"84874B",16.9,17.37
"84875A",32.5,32.99
"84875B",14.9,15.31
"84875D",18.0,18.31
"84876B",18.0,18.46
"84876C",27.7,28.01
"84876D",17.9,18.43
"84877A",33.5,33.93
"84877B",16.9,17.36
"84877D",15.0,15.60
"84879",0.1,0.26
"84880",1.5,1.96
"84881",22.8,23.27
"84882",20.3,20.78
"84884A",1.7,2.13
"84886",18.8,19.27
"84891B",33.8,34.41
"84893",5.5,6.07
"84898F",8.9,9.38
"84899E",7.4,7.81
"84899F",6.5,6.92
"84901",4.0,4.43
"84902",3.7,4.13
"84905",4.9,5.38
"84906",26.2,26.79
"84907",18.3,18.80
"84908A",7.5,7.94
"84908B",7.2,7.68
"84909A",3.2,3.62
"84910A",11.0,11.46
"84912A",2.4,2.85
"84912B",2.4,2.83
"84913A",2.2,2.63
"84913B",3.2,3.67
"84914A",8.3,8.79
"84915",16.6,17.12
"84916",8.6,9.05
"84917",9.2,9.69
"84918",4.2,4.68
"84919",15.0,15.50
"84920",8.0,8.47
"84921",51.4,51.92
"84922",45.1,45.56
"84923",4.1,4.52
"84924A",11.4,11.93
"84924D",22.4,22.80
"84924F",64.3,64.90
"84925A",6.7,7.26
"84925C",17.3,17.78
"84925D",21.2,21.65
"84925E",20.0,20.59
"84925F",16.6,17.12
"84926A",12.3,12.76
"84926B",15.0,15.23
"84926C",7.8,8.23
"84926D",15.5,15.93
"84926E",13.8,14.35
"84926F",17.4,17.86
"84927A",16.8,17.25
"84927D",16.6,17.15
"84927E",18.4,18.97
"84927F",11.3,11.82
"84929",7.3,7.77
"84931A",8.4,9.00
"84931B",8.3,8.79
"84932A",7.9,8.35
"84932B",8.4,8.94
"84932C",5.8,6.31
"84932D",6.0,6.53
"84933A",11.8,12.44
"84933B",10.0,10.41
"84933C",9.4,9.83
"84934",10.3,10.74
"84937",0.9,1.26
"84942",19.0,19.42
"84944",3.2,3.61
"84945",0.8,1.13
"84946",0.2,0.42
"84947",0.7,1.09
"84948",4.2,4.60
"84949",0.7,1.07
"84950",2.2,2.69
"84951A",5.1,5.48
"84951B",5.5,5.94
"84952A",18.1,18.63
"84952B",16.7,17.10
"84952C",16.2,16.54
"84962",86.0,86.17
"84963A",37.8,38.23
"84963B",87.8,88.40
"84964A",253.0,253.11
"84964B",253.0,253.11
"84965A",126.5,126.55
"84965B",84.0,84.37
"84966A",71.5,71.80
"84966B",95.7,95.74
"84966C",29.5,30.00
"84967A",131.0,131.89
"84967B",29.6,30.03
"84967C",47.7,48.35
"84968A",3.1,3.53
"84968B",3.2,3.58
"84968C",3.4,3.80
"84968D",6.2,6.70
"84968E",6.1,6.58
"84968F",4.9,5.39
"84969",1.7,2.15
"84970L",0.3,0.64
"84970S",0.2,0.48
"84971L",12.1,12.49
"84971S",1.2,1.60
"84972L",4.4,4.82
"84974",11.4,11.86
"84975",1.4,1.76
"84976",12.7,13.26
"84977",10.6,10.98
"84978",0.2,0.52
"84984A",41.4,41.80
"84984B",44.1,44.58
"84984C",22.2,22.67
"84984D",34.9,35.34
"84985A",2.4,2.84
"84985B",6.9,7.33
"84986B",3.6,4.00
"84987",0.5,0.90
"84988",0.4,0.72
"84989A",3.4,3.82
"84989B",3.6,4.00
"84990",2.3,2.72
"84991",0.1,0.35
"84992",0.2,0.51
"84993A",3.1,3.57
"84993B",5.9,6.26
"84997A",0.7,1.10
"84997B",0.3,0.67
"84997C",0.4,0.72
"84997D",0.3,0.63
"85006",13.7,14.22
"85007",4.0,4.49
"85008",4.6,5.05
"85014A",0.7,1.03
"85014B",0.5,0.79
"85014C",2.3,2.71
"85014D",1.0,1.33
"85015",2.5,2.91
"85016",2.8,3.29
"85017A",2.4,2.80
"85017B",1.8,2.23
"85017C",4.1,4.48
"85018A",26.3,26.68
"85018B",35.4,35.79
"85018C",116.0,116.66
"85018D",4.8,5.17
"85019A",14.1,14.62
"85019B",13.2,13.69
"85019C",21.6,22.07
"85020",12.3,12.83
"85023A",14.7,15.12
"85023B",19.2,19.78
"85023C",13.6,13.90
"85024B",35.4,36.04
"85024C",17.0,17.51
"85025B",7.3,7.78
"85025C",4.5,5.04
"85026B",25.8,26.32
"85027L",11.3,11.72
"85028L",18.5,18.96
"85028S",15.0,15.40
"85030",16.7,17.10
"85031A",4.5,4.93
"85031B",4.1,4.53
"85031C",3.2,3.62
"85032A",4.2,4.60
"85032B",4.0,4.54
"85032C",4.1,4.59
"85032D",4.8,5.22
"85033G",9.3,9.48
"85033S",6.7,7.13
"85034A",4.8,5.23
"85034B",4.4,4.85
"85034C",3.4,3.74
"85035A",3.4,3.85
"85035B",4.6,5.08
"85035C",3.2,3.66
"85036A",3.8,4.22
"85036B",7.6,8.04
"85036C",5.2,5.64
"85038",1.5,1.94
"85039A",2.1,2.51
"85039B",2.3,2.77
"85039C",6.1,6.50
"85040A",1.3,1.70
"85040B",1.5,1.95
"85041",2.1,2.48
"85042",0.8,1.20
"85044",8.6,9.13
"85045",8.1,8.55
"85047",1.4,1.80
"85048",1.1,1.43
"85049A",0.7,1.03
"85049B",1.5,1.93
"85049C",1.1,1.48
"85049D",1.2,1.66
"85049E",0.5,0.83
"85049F",1.7,2.12
"85049G",0.9,1.32
"85049H",1.8,2.22
"85053",1.6,1.96
"85054",3.1,3.58
"85055",3.4,3.90
"85059",3.0,3.51
"85060",2.2,2.66
"85061W",1.1,1.57
"85062",1.7,2.13
"85063",1.5,1.96
"85064",1.2,1.51
"85065",0.9,1.29
"85066",0.4,0.79
"85067",1.9,2.35
"85068",1.3,1.78
"85070",33.3,34.25
"85071A",4.6,5.03
"85071B",4.0,4.49
"85071C",4.7,5.23
"85071D",6.2,6.62
"85078",3.9,4.34
"85079",2.4,2.83
"85080",13.1,13.55
"85081",14.0,14.38
"85083",7.0,7.23
"85084",4.2,4.50
"85086A",3.7,4.10
"85087",4.2,4.64
"85088",8.9,9.46
"85089",25.1,25.53
"85090",6.5,6.88
"85091",12.3,12.83
"85092",17.2,17.62
"85093",4.2,4.61
"85094",6.3,6.76
"85095",9.4,9.86
"85096",10.6,11.08
"85097B",5.9,6.41
"85098B",2.7,3.11
"85099B",0.0,0.18
"85099C",0.1,0.39
"85099F",0.1,0.40
"85103",6.4,6.90
"85104",12.7,13.15
"85106",12.0,12.41
"85107",10.0,10.49
"85109",19.2,19.64
"85110",12.8,13.24
"85111",9.2,9.69
"85112",1.7,2.00
"85113",5.0,5.53
"85114A",5.5,5.96
"85114B",2.6,3.06
"85114C",3.2,3.65
"85115B",489.0,489.11
"85116",3.3,3.79
"85117",2.1,2.50
"85118",4.6,5.07
"85119",9.0,9.39
"85121B",4.0,4.38
"85121C",6.1,6.63
"85123A",0.0,0.13
"85124A",2.5,2.92
"85124B",6.4,6.95
"85124C",5.1,5.61
"85125",11.4,11.90
"85126",11.1,11.67
"85127",8.7,9.17
"85128",12.7,13.09
"85129A",3.2,3.66
"85129B",12.6,13.09
"85129C",11.0,11.50
"85129D",3.9,4.40
"85130A",5.9,6.33
"85130B",8.0,8.48
"85130C",10.0,10.46
"85130D",6.5,6.93
"85131A",3.1,3.52
"85131B",2.9,3.36
"85131C",8.8,9.22
"85131D",2.3,2.71
"85132A",1.7,2.07
"85132B",3.8,4.26
"85132C",1.7,2.09
"85135A",11.3,11.73
"85135B",5.9,6.28
"85135C",6.2,6.63
"85136A",6.5,6.93
"85136B",7.8,8.17
"85136C",5.5,6.04
"85141",7.4,7.83
"85142",5.9,6.30
"85144",7.0,7.44
"85145",16.7,17.14
"85146",12.9,13.46
"85147",9.7,10.13
"85150",0.3,0.67
"85151",1.4,1.69
"85152",0.2,0.51
"85159A",8.5,8.97
"85159B",7.8,8.27
"85160A",11.6,12.10
"85160B",18.9,19.41
"85161",21.3,21.72
"85162A",9.4,9.95
"85162B",14.8,15.24
"85162C",3.9,4.18
"85163A",12.3,12.88
"85163B",10.5,10.97
"85164B",4.1,4.65
"85165",5.3,5.69
"85166A",3.9,4.28
"85166B",8.8,9.32
"85167A",8.5,9.06
"85167B",7.7,8.24
"85168A",13.4,13.86
"85168B",14.0,14.45
"85169A",4.4,4.87
"85169B",7.5,8.00
"85169C",10.0,10.44
"85169D",7.7,8.22
"85170A",4.0,4.47
"85170B",12.3,12.76
"85170C",6.5,6.95
"85170D",4.5,4.91
"85172",4.4,4.84
"85173",4.5,4.94
"85174",1.6,2.07
"85175",1.2,1.63
"85176",2.0,2.42
"85177",4.7,5.19
"85178",1.9,2.37
"85179A",9.9,10.37
"85179B",7.4,7.88
"85179C",18.3,18.85
"85180A",7.1,7.47
"85180B",10.7,11.14
"85183A",4.8,5.24
"85183B",3.9,4.31
"85184B",16.7,17.20
"85184C",1.7,2.11
"85184D",4.1,4.55
"85185B",3.6,4.01
"85185C",8.9,9.31
"85185D",7.8,8.18
"85185E",12.0,12.30
"85185F",4.9,5.33
"85186A",2.7,3.16
"85186B",3.0,3.95
"85186C",4.1,4.55
"85187",5.8,6.32
"85188A",4.3,4.79
"85188B",5.5,6.03
"85189",6.4,6.79
"85190",5.4,5.81
"85192S",1.0,1.04
"85194L",4.5,4.90
"85194S",4.9,5.37
"85195",28.9,29.20
"85196",1.2,1.60
"85197",7.8,8.22
"85198",10.1,10.54
"85199L",2.3,2.72
"85199S",1.1,1.52
"85200",4.4,4.78
"85202",3.0,3.45
"85203",2.8,3.26
"85204",4.3,4.69
"85205A",2.0,2.45
"85205B",7.3,7.76
"85206A",1.2,1.49
"85206B",1.9,2.21
"85208",7.9,8.46
"85211",8.7,9.20
"85212",5.7,6.12
"85213",7.1,7.53
"85214",3.2,3.64
"85215",9.1,9.62
"85216",3.4,3.83
"85217",1.3,1.72
"85218",16.0,16.90
"85220",18.8,19.26
"85221",3.0,3.46
"85222",3.6,4.11
"85224",7.4,7.93
"85225",72.0,72.39
"85226A",2.1,2.50
"85226C",3.8,4.18
"85227",1.3,1.67
"85230A",14.8,15.30
"85230B",10.4,10.87
"85230E",9.2,9.80
"85230F",11.1,11.61
"85230G",15.7,16.22
"85231B",1.5,1.90
"85231E",1.4,1.83
"85231G",2.3,2.78
"85231L",0.9,1.32
"85232A",3.5,3.97
"85232B",0.4,0.78
"85232D",2.9,3.29
"90000A",35.2,35.76
"90000B",29.4,29.75
"90000C",36.0,36.10
"90000D",21.4,21.94
"90001A",75.7,76.09
"90001B",73.4,73.78
"90001C",74.8,75.35
"90001D",66.6,67.21
"90002A",25.0,25.54
"90002B",32.2,32.71
"90002C",13.9,14.39
"90002D",15.3,15.82
"90002E",25.5,25.91
"90003B",29.8,30.34
"90003C",21.1,21.70
"90003D",23.1,23.49
"90003E",34.1,34.41
"90005A",8.7,9.14
"90010A",24.9,25.37
"90010B",14.4,14.97
"90010E",21.0,21.50
"90011A",51.1,51.50
"90011B",51.5,51.93
"90011C",119.5,119.95
"90011D",179.3,180.01
"90011E",91.9,92.30
"90012A",96.3,96.70
"90012B",141.6,141.98
"90013A",9.2,9.68
"90013B",8.9,9.33
"90013C",13.0,13.42
"90013D",32.9,33.26
"90013E",35.0,35.31
"90014A",18.3,18.76
"90014B",25.1,25.60
"90014C",37.6,38.16
"90016A",44.5,45.12
"90016B",24.5,24.92
"90016C",53.1,53.54
"90018A",12.7,13.16
"90018B",24.1,24.56
"90018C",36.9,37.41
"90019A",14.1,14.66
"90019B",25.0,25.47
"90019C",21.8,22.27
"90020",206.7,206.94
"90021",83.3,83.93
"90022",23.1,23.69
"90023",35.9,36.31
"90024A",93.0,93.64
"90024B",34.5,34.96
"90024C",66.1,66.57
"90024D",54.4,54.94
"90024E",47.8,48.20
"90024F",118.0,118.04
"90025A",182.0,182.00
"90025B",205.0,205.01
"90025C",49.4,49.84
"90025D",146.8,147.51
"90025E",91.3,91.84
"90025F",92.0,92.47
"90026A",55.9,56.39
"90026B",78.5,78.89
"90026C",139.2,139.73
"90026D",75.1,75.57
"90027A",105.0,105.39
"90027B",79.2,79.57
"90027C",64.1,64.63
"90027D",48.6,49.12
"90028",29.9,30.39
"90029",57.0,57.45
"90030A",79.3,79.91
"90030B",20.5,20.86
"90030C",47.3,47.73
"90031",88.0,88.71
"90032",27.4,27.95
"90033",42.3,42.77
"90034",125.3,125.51
"90035A",32.6,33.07
"90035B",67.7,68.07
"90035C",131.3,131.78
"90036A",31.5,32.11
"90036B",61.7,62.23
"90036C",51.5,52.07
"90036D",36.8,37.27
"90036E",24.7,25.22
"90036F",32.4,32.84
"90037A",36.5,36.97
"90037B",69.4,70.02
"90037C",59.5,60.16
"90037D",27.9,28.27
"90038A",33.5,34.13
"90038B",59.8,60.33
"90038C",77.4,77.87
"90039A",179.0,179.25
"90039B",55.6,56.12
"90039C",65.6,66.18
"90039D",31.5,31.96
"90040A",13.5,13.91
"90040B",14.4,14.83
"90040C",36.0,36.49
"90040D",11.4,11.95
"90041",144.0,144.66
"90042A",15.1,15.54
"90042B",71.0,71.42
"90042C",8.4,8.92
"90043",133.4,133.78
"90046",77.5,78.00
"90048",81.9,82.29
"90049",109.4,109.81
"90050",129.8,130.34
"90051",46.4,46.82
"90052",173.0,173.26
"90053",70.0,70.45
"90054",44.9,45.23
"90055",77.0,77.45
"90056",55.5,56.00
"90057",19.2,19.70
"90058A",58.2,58.66
"90058B",24.8,25.28
"90059A",15.2,15.68
"90059B",45.2,45.69
"90059C",32.7,33.15
"90059D",18.4,18.87
"90059E",22.3,22.81
"90059F",27.3,27.80
"90060B",121.7,122.35
"90060C",104.5,104.96
"90060D",52.9,53.43
"90060F",41.8,42.30
"90062",4.3,4.75
"90063A",41.4,42.00
"90063B",53.2,53.84
"90064A",60.7,61.17
"90064B",59.8,60.33
"90065A",37.5,38.06
"90065B",45.9,46.41
"90066A",80.0,80.03
"90067A",47.1,47.60
"90067B",120.0,120.63
"90068",170.0,170.85
"90069",172.8,173.17
"90070",20.7,21.18
"90071",9.7,10.18
"90072",24.9,25.41
"90073",21.8,22.28
"90074",125.8,126.20
"90075",88.9,89.53
"90076",112.7,113.16
"90077",157.5,157.99
"90078",74.5,75.00
"90079",54.5,55.07
"90081A",31.2,31.74
"90081B",105.0,105.56
"90081C",20.5,21.03
"90082A",23.2,23.74
"90082B",29.6,30.09
"90082C",13.5,13.93
"90082D",14.0,14.52
"90083",51.9,52.49
"90084",57.0,57.49
"90085",25.6,26.11
"90086",13.8,14.35
"90087",13.8,14.18
"90088",27.2,27.62
"90089",28.8,29.40
"90090",16.7,17.10
"90091",154.0,154.02
"90092",44.8,45.21
"90093",30.1,30.63
"90094",13.8,14.22
"90095",55.0,55.46
"90096",13.6,14.10
"90098",12.7,13.09
"90099",29.9,30.37
"90100",39.8,40.36
"90101",25.5,26.04
"90102",165.7,166.04
"90103",24.2,24.60
"90104",5.8,6.27
"90108",33.7,34.25
"90111",17.8,18.21
"90112",19.6,20.06
"90114",5.7,6.13
"90115",8.7,9.20
"90116",10.4,10.87
"90118",18.6,19.18
"90119",12.5,13.01
"90120A",9.9,10.34
"90120B",17.3,17.80
"90120C",12.4,12.94
"90120D",10.5,11.00
"90121B",7.0,7.27
"90122A",22.1,22.44
"90122B",25.0,25.40
"90122C",24.2,24.76
"90123A",36.6,37.01
"90123B",46.8,47.28
"90123C",52.7,53.28
"90123D",55.4,55.71
"90124A",36.2,36.68
"90124B",23.8,24.24
"90124C",45.2,45.79
"90125A",34.3,34.65
"90125B",44.7,45.26
"90125C",59.8,60.12
"90125D",16.3,16.83
"90125E",33.3,33.75
"90126A",92.5,92.98
"90126B",48.5,48.95
"90126C",143.0,143.49
"90127A",236.0,236.10
"90127B",202.0,202.27
"90128A",60.6,60.91
"90128B",63.4,63.82
"90128C",129.4,129.79
"90128D",58.8,59.29
"90129A",8.7,9.14
"90129B",11.6,12.05
"90129C",14.2,14.70
"90129D",19.8,20.37
"90129E",11.7,12.20
"90129F",17.5,18.03
"90130A",46.7,47.13
"90130B",14.8,15.31
"90130C",31.4,31.96
"90130D",97.6,98.04
"90131",136.5,136.81
"90132",103.2,103.63
"90133",20.5,20.86
"90134",7.3,7.77
"90135",76.0,76.91
"90135A",135.0,135.65
"90136",76.0,76.91
"90137",41.3,41.93
"90138",45.0,45.55
"90139",6.0,6.41
"90140",103.8,104.17
"90141A",44.8,45.26
"90141B",89.8,90.37
"90141C",59.3,59.68
"90141D",135.5,136.17
"90141E",168.5,168.75
"90142A",58.0,58.36
"90142D",82.8,83.27
"90143",17.5,17.92
"90144",22.0,22.53
"90145",16.4,16.77
"90146",39.7,40.27
"90147",12.2,12.72
"90148",38.4,38.95
"90149",83.3,83.76
"90150",41.1,41.71
"90151",89.5,89.87
"90152A",120.0,120.33
"90152B",92.5,92.96
"90152C",106.0,106.40
"90154",87.8,88.17
"90155",36.4,36.84
"90156",45.7,46.25
"90157",28.9,29.43
"90158",11.4,11.88
"90159",36.5,37.00
"90160A",28.3,28.83
"90160B",24.7,25.25
"90160C",15.8,16.27
"90160D",29.3,29.63
"90161A",17.0,17.43
"90161B",9.3,9.81
"90161C",6.9,7.43
"90161D",9.4,9.90
"90162A",64.8,65.20
"90162B",31.9,32.52
"90162C",40.0,40.54
"90162D",49.2,49.55
"90163A",31.5,31.96
"90163B",90.5,90.79
"90164A",29.8,30.34
"90164B",21.1,21.56
"90165A",26.7,27.26
"90165B",21.2,21.62
"90166",23.9,24.32
"90167",2.9,3.35
"90168",31.6,32.08
"90169",32.7,33.18
"90170",9.7,10.16
"90171",3.4,3.88
"90173",12.9,13.44
"90174",23.2,23.71
"90175A",11.6,12.10
"90175B",26.4,26.93
"90175C",37.3,37.69
"90175D",17.9,18.42
"90176A",116.2,116.64
"90176B",125.0,125.38
"90176C",122.6,123.16
"90176D",114.2,114.62
"90176E",51.0,51.05
"90177A",55.5,56.05
"90177B",39.9,40.44
"90177C",31.2,31.68
"90177D",29.6,30.08
"90177E",33.3,33.85
"90178A",33.9,34.40
"90178B",36.2,36.80
"90179A",84.5,85.08
"90179B",91.1,91.64
"90179C",35.2,35.58
"90180A",25.5,25.97
"90180B",56.0,56.39
"90181A",51.3,51.76
"90181B",31.6,32.04
"90181C",124.8,125.49
"90182A",46.3,46.53
"90182B",143.8,144.34
"90182C",60.0,60.50
"90183A",22.6,22.97
"90183B",30.5,31.01
"90183C",56.1,56.68
"90184A",28.9,29.34
"90184B",15.5,15.96
"90184C",14.5,14.96
"90185A",27.9,28.32
"90185B",21.8,22.36
"90185C",22.0,22.55
"90185D",15.6,16.06
"90186A",22.3,22.69
"90186B",23.5,23.97
"90187A",74.2,74.66
"90187B",52.0,52.48
"90188",38.4,38.83
"90189A",95.1,95.57
"90189B",72.0,72.17
"90190A",23.6,24.06
"90190B",50.9,51.36
"90190C",20.1,20.60
"90191",33.9,34.36
"90192",13.8,14.19
"90194",33.4,33.90
"90195A",16.6,17.07
"90195B",27.9,28.33
"90196A",71.8,72.30
"90196B",53.5,54.09
"90197B",14.2,14.68
"90197D",20.7,21.31
"90198A",8.3,8.73
"90198B",14.7,15.14
"90199A",45.3,45.80
"90199B",23.8,24.37
"90199C",23.8,24.27
"90199D",47.0,47.47
"90200A",7.1,7.53
"90200B",8.4,8.88
"90200C",4.5,4.91
"90200D",4.5,4.95
"90200E",7.7,8.19
"90201A",13.3,13.70
"90201B",13.4,13.90
"90201C",15.4,15.91
