"customer_id","frequency_completed","cancellation_count"
"17640",6,2
"17642",5,0
"17643",2,0
"17644",20,8
"17646",12,4
"17647",3,0
"17648",5,1
"17649",3,2
"17650",1,0
"17651",16,6
"17652",12,6
"17653",4,1
"17654",1,0
"17655",9,1
"17656",5,0
"17657",1,0
"17658",2,1
"17659",14,3
"17660",2,0
"17662",2,0
"17663",17,6
"17664",4,0
"17665",1,0
"17666",5,0
"17667",9,3
"17668",2,0
"17669",10,0
"17670",1,0
"17671",5,2
"17672",7,2
"17673",13,2
"17674",2,0
"17675",70,20
"17676",10,3
"17677",54,37
"17678",2,1
"17679",7,4
"17680",3,1
"17681",5,1
"17682",11,1
"17683",3,0
"17684",1,0
"17685",12,2
"17686",9,0
"17687",1,0
"17688",1,1
"17689",2,0
"17690",20,1
"17691",4,1
"17692",12,2
"17693",1,2
"17694",3,0
"17695",5,1
"17696",27,21
"17697",1,0
"17698",1,0
"17699",2,0
"17700",14,3
"17701",1,0
"17702",6,3
"17703",4,0
"17704",2,0
"17705",11,1
"17706",31,12
"17707",8,1
"17708",4,0
"17709",5,0
"17710",1,0
"17711",2,0
"17712",1,0
"17713",4,0
"17714",5,4
"17715",2,0
"17716",24,3
"17717",1,0
"17718",2,1
"17719",15,3
"17720",10,2
"17721",1,0
"17722",5,2
"17723",7,0
"17724",3,1
"17725",11,3
"17726",7,1
"17727",1,1
"17728",5,3
"17729",1,0
"17730",20,3
"17731",6,1
"17732",8,2
"17733",2,0
"17734",6,0
"17735",26,3
"17736",3,1
"17737",2,0
"17738",13,2
"17739",18,2
"17740",6,0
"17741",2,0
"17742",11,0
"17743",1,1
"17744",7,1
"17745",2,0
"17746",4,3
"17747",1,1
"17748",1,0
"17749",3,0
"17750",9,0
"17751",1,0
"17752",1,0
"17753",4,1
"17754",13,3
"17756",3,0
"17757",56,4
"17758",12,0
"17759",5,0
"17760",6,1
"17761",1,0
"17762",1,0
"17763",4,1
"17764",5,0
"17765",4,0
"17766",2,0
"17767",2,0
"17768",7,1
"17769",17,4
"17770",5,0
"17771",4,0
"17772",3,0
"17773",2,0
"17774",9,4
"17775",1,0
"17776",2,1
"17777",3,0
"17778",1,0
"17779",3,2
"17780",3,0
"17781",2,0
"17782",2,0
"17783",3,0
"17784",1,0
"17785",3,0
"17786",2,0
"17787",4,0
"17788",2,0
"17789",2,0
"17790",20,0
"17791",1,0
"17792",2,0
"17793",1,0
"17794",2,0
"17795",2,0
"17796",7,0
"17797",8,0
"17798",1,0
"17799",20,3
"17800",9,0
"17801",3,1
"17802",10,6
"17803",1,0
"17804",3,1
"17805",2,0
"17806",1,0
"17807",3,0
"17808",4,0
"17809",20,4
"17810",2,1
"17811",47,13
"17812",7,0
"17813",5,2
"17814",2,0
"17815",1,0
"17816",6,0
"17817",6,1
"17818",1,0
"17819",12,1
"17820",1,2
"17821",1,0
"17822",5,0
"17823",2,0
"17824",1,0
"17825",4,0
"17826",1,0
"17827",6,1
"17828",4,5
"17829",5,1
"17830",3,0
"17831",1,0
"17832",1,0
"17833",1,0
"17834",2,0
"17835",3,0
"17836",1,0
"17837",8,2
"17838",13,2
"17839",1,0
"17840",1,0
"17841",211,78
"17842",1,0
"17843",2,0
"17844",1,0
"17845",4,0
"17846",1,0
"17847",2,0
"17848",30,1
"17849",8,0
"17850",155,4
"17851",6,0
"17852",5,0
"17853",3,0
"17854",6,0
"17855",1,0
"17856",4,2
"17857",24,2
"17858",30,2
"17859",1,0
"17860",4,0
"17861",18,4
"17862",4,0
"17863",12,0
"17864",5,0
"17865",46,16
"17866",3,1
"17867",15,5
"17868",1,0
"17869",7,0
"17870",13,1
"17871",5,0
"17872",1,0
"17873",18,2
"17874",6,1
"17875",1,0
"17876",3,0
"17877",1,0
"17878",3,0
"17879",1,0
"17880",3,0
"17881",1,0
"17882",2,0
"17883",7,1
"17884",20,3
"17885",1,0
"17886",6,1
"17887",1,0
"17888",25,6
"17889",7,0
"17890",2,0
"17891",1,0
"17892",3,0
"17893",1,0
"17894",18,2
"17895",1,0
"17896",1,0
"17897",9,1
"17898",4,0
"17899",1,0
"17900",2,2
"17901",3,0
"17902",1,0
"17903",1,0
"17904",1,1
"17905",13,1
"17906",1,0
"17907",1,0
"17908",5,2
"17909",1,0
"17910",1,0
"17911",1,0
"17912",6,1
"17913",14,0
"17914",1,0
"17915",1,0
"17916",2,0
"17917",3,0
"17918",3,0
"17919",2,0
"17920",54,2
"17921",10,2
"17922",1,0
"17923",3,0
"17924",8,6
"17925",1,0
"17926",5,0
"17927",1,0
"17928",3,0
"17929",12,1
"17930",13,2
"17931",14,4
"17932",3,0
"17933",1,0
"17934",3,0
"17935",7,1
"17936",1,0
"17937",7,0
"17938",1,0
"17939",1,0
"17940",16,6
"17941",4,0
"17942",1,0
"17944",1,0
"17945",3,0
"17946",2,0
"17947",1,0
"17948",1,0
"17949",118,20
"17950",7,1
"17951",4,1
"17952",4,0
"17953",1,0
"17954",19,7
"17955",6,0
"17956",1,0
"17957",1,0
"17958",2,0
"17959",1,0
"17960",3,0
"17961",100,2
"17962",4,1
"17963",4,0
"17964",2,0
"17965",29,4
"17966",10,0
"17967",2,0
"17968",4,0
"17969",20,7
"17970",1,0
"17971",1,0
"17972",1,0
"17973",1,0
"17974",6,0
"17975",24,2
"17976",1,0
"17977",2,1
"17978",4,0
"17979",4,1
"17980",4,0
"17981",1,0
"17982",1,0
"17983",1,0
"17984",5,0
"17985",1,0
"17986",1,0
"17987",5,1
"17988",14,1
"17989",1,0
"17990",6,1
"17991",3,0
"17992",1,0
"17993",1,0
"17994",11,3
"17995",3,0
"17996",3,0
"17997",8,4
"17998",3,1
"17999",3,0
"18000",1,0
"18001",6,0
"18002",4,0
"18003",1,0
"18004",1,0
"18005",2,0
"18006",4,0
"18007",1,0
"18008",23,0
"18009",8,6
"18010",1,0
"18011",2,0
"18012",1,0
"18013",2,0
"18014",1,0
"18015",1,0
"18016",7,0
"18017",4,0
"18018",4,1
"18019",1,0
"18020",1,1
"18021",2,0
"18022",5,0
"18024",2,1
"18025",6,0
"18026",2,0
"18027",1,0
"18028",1,0
"18029",1,0
"18030",2,1
"18031",1,0
"18032",1,0
"18033",1,0
"18034",3,0
"18035",5,0
"18036",11,0
"18037",15,0
"18038",1,0
"18039",4,0
"18040",2,0
"18041",38,2
"18042",2,0
"18043",3,0
"18044",18,1
"18045",1,0
"18046",1,0
"18047",2,0
"18048",3,0
"18049",2,0
"18050",2,0
"18051",7,1
"18052",1,0
"18053",3,3
"18054",1,0
"18055",14,1
"18056",2,1
"18057",3,0
"18058",3,0
"18059",3,1
"18060",2,0
"18061",28,1
"18062",6,3
"18063",2,0
"18064",11,4
"18065",29,3
"18066",3,0
"18067",1,0
"18068",1,0
"18069",11,2
"18070",1,1
"18071",6,0
"18072",1,1
"18073",12,1
"18074",2,0
"18075",20,11
"18076",1,0
"18077",18,0
"18078",4,0
"18079",5,0
"18080",2,0
"18081",3,0
"18082",1,0
"18083",1,0
"18084",3,2
"18085",4,0
"18086",1,0
"18087",17,4
"18088",1,0
"18089",1,0
"18090",1,0
"18091",1,0
"18092",18,2
"18093",8,1
"18094",13,2
"18095",5,0
"18096",6,0
"18097",11,3
"18098",1,0
"18099",1,0
"18100",1,0
"18101",5,0
"18102",145,8
"18103",1,0
"18104",1,0
"18105",1,0
"18106",6,0
"18107",1,0
"18108",3,1
"18109",38,7
"18110",2,1
"18111",1,1
"18112",4,0
"18113",1,0
"18114",1,0
"18115",1,0
"18116",13,0
"18117",1,0
"18118",29,6
"18119",1,0
"18120",1,0
"18121",2,0
"18122",6,0
"18123",3,0
"18124",1,0
"18125",4,1
"18126",1,0
"18127",4,0
"18128",1,0
"18129",1,0
"18130",3,1
"18131",1,0
"18132",1,0
"18133",1,1
"18134",2,0
"18135",10,3
"18136",5,4
"18137",2,0
"18138",1,0
"18139",6,2
"18140",1,0
"18141",2,2
"18142",2,2
"18143",2,0
"18144",19,0
"18145",11,1
"18146",2,0
"18147",2,0
"18148",1,0
"18149",7,0
"18150",3,0
"18151",6,1
"18152",1,0
"18153",1,0
"18154",5,0
"18155",3,1
"18156",2,0
"18157",1,0
"18158",2,1
"18159",1,0
"18160",3,0
"18161",6,1
"18162",1,0
"18163",1,1
"18164",1,1
"18165",1,0
"18166",1,0
"18167",3,3
"18168",16,6
"18169",1,0
"18170",9,0
"18171",9,2
"18172",52,11
"18173",5,0
"18174",2,0
"18175",1,0
"18176",1,1
"18177",9,1
"18178",11,4
"18179",8,0
"18180",6,0
"18181",5,2
"18182",1,0
"18183",2,4
"18184",1,0
"18185",1,0
"18186",1,0
"18187",1,2
"18188",6,2
"18189",3,2
"18190",5,1
"18191",2,0
"18192",1,0
"18193",3,2
"18194",6,1
"18195",1,0
"18196",4,0
"18197",1,1
"18198",17,4
"18199",1,1
"18200",1,0
"18201",1,0
"18202",3,0
"18203",4,0
"18204",3,1
"18205",2,0
"18206",1,0
"18207",1,2
"18208",1,0
"18209",1,0
"18210",7,0
"18211",5,0
"18212",2,0
"18213",1,0
"18214",4,1
"18215",5,1
"18216",1,0
"18217",4,2
"18218",4,2
"18219",17,2
"18220",6,5
"18221",6,2
"18222",1,0
"18223",26,26
"18224",1,0
"18225",26,8
"18226",26,12
"18227",2,1
"18228",2,1
"18229",28,0
"18230",9,3
"18231",28,2
"18232",4,1
"18233",1,0
"18234",1,0
"18235",3,0
"18236",12,0
"18237",5,0
"18238",1,0
"18239",6,0
"18240",1,0
"18241",21,2
"18242",8,0
"18243",1,0
"18244",2,0
"18245",20,3
"18246",3,0
"18247",3,3
"18248",2,2
"18249",1,0
"18250",1,1
"18251",9,0
"18252",7,1
"18253",1,0
"18254",1,0
"18255",2,0
"18256",1,1
"18257",12,6
"18258",6,2
"18259",7,0
"18260",23,9
"18261",2,0
"18262",3,0
"18263",3,1
"18264",1,0
"18265",2,0
"18266",1,0
"18267",1,1
"18268",6,2
"18269",1,1
"18270",3,1
"18271",2,0
"18272",9,2
"18273",4,0
"18274",1,1
"18275",2,0
"18276",6,4
"18277",5,3
"18278",2,0
"18279",1,0
"18280",2,1
"18281",2,0
"18282",2,1
"18283",22,0
"18284",1,1
"18285",1,0
"18286",2,1
"18287",7,1
