"stock_code","monetary_gross","monetary_net"
"47480",2986.28,2961.53
"47481",286.68,286.68
"47502",7404.35,7003.65
"47503A",1414.41,1389.33
"47503E",1204.40,1204.40
"47503F",729.95,728.30
"47503G",445.53,445.53
"47503H",300.71,298.76
"47503J",3412.50,3261.45
"47503K",1485.13,1480.38
"47504E",992.32,992.32
"47504F",199.82,199.82
"47504G",418.18,416.93
"47504H",1285.31,1280.31
"47504J",110.65,78.85
"47504K",3422.52,3393.54
"47505",3723.14,3631.14
"47518F",237.48,237.48
"47552A",23.40,20.10
"47554",2.55,2.55
"47556",2.55,2.55
"47556B",14065.97,13663.37
"47559B",7668.43,7600.93
"47562",390.00,375.80
"47563A",1325.74,1320.74
"47563B",30.00,30.00
"47566",193353.18,192070.08
"47566B",30874.20,26383.70
"47567B",12122.66,12046.61
"47568",5487.26,5442.29
"47569",2.55,0.00
"47570",2649.47,2649.47
"47570B",10730.46,10709.16
"47574A",1143.46,1141.96
"47574B",208.25,208.25
"47578A",321.76,321.76
"47579",484.74,482.64
"47580",4945.29,4891.74
"47581B",1086.79,1074.04
"47583A",663.84,613.94
"47583B",332.60,332.60
"47585A",3452.01,3433.26
"47586A",278.21,278.21
"47587A",1150.12,286.12
"47589",1210.86,1150.91
"47590A",24838.59,23950.79
"47590B",30427.32,30134.27
"47591A",377.38,365.83
"47591B",2422.35,2422.35
"47591C",2258.09,2258.09
"47591D",20696.82,20673.42
"47592A",867.34,867.34
"47592B",165.10,165.10
"47593A",407.74,407.74
"47593B",1765.55,1765.55
"47594A",819.02,774.17
"47594B",1006.43,961.58
"47597",973.56,973.56
"47598",112.24,112.24
"47599A",11519.66,11272.30
"47599B",6848.54,6504.58
"48103",201.73,201.73
"48111",28525.53,28423.13
"48116",22613.35,22589.20
"48129",20465.06,20305.91
"48138",69750.67,69391.26
"48173A",6.75,6.75
"48173C",25971.68,25907.80
"48175",164.08,164.08
"48179",297.69,297.69
"48184",32643.03,32556.96
"48185",51983.00,47304.32
"48187",48828.51,48752.05
"48188",30264.43,30179.08
"48189",9906.82,9839.32
"48194",52668.66,52496.49
"48195",1846.87,1819.87
"48197",7373.33,7373.33
"49031B",0.00,0.00
"51008",8506.45,7452.40
"51012C",215.00,211.25
"51012L",12.50,11.25
"51014A",5325.24,5159.49
"51014C",3183.19,3038.29
"51014L",2430.14,2262.26
"51020A",464.56,463.98
"51020B",488.12,487.54
"62018",12487.90,12487.90
"62043B",75.16,74.33
"62074B",17.64,17.64
"62086A",226.20,226.20
"62094B",950.93,950.93
"62095B",317.57,317.57
"62096A",746.13,746.13
"62096B",605.23,605.23
"62097A",14.75,14.75
"62097B",13.37,13.37
"70006",4783.62,4781.18
"70007",2254.27,2234.47
"71028B",265.07,265.07
"71038",3789.25,3718.40
"71050",17.85,17.85
"71053",22304.73,22056.21
"71101A",5.10,5.10
"71101E",626.13,623.58
"71143",962.60,960.90
"71215",68.10,68.10
"71270",649.59,649.59
"71279",1213.37,1177.97
"71403",937.45,931.55
"71406C",93.32,93.32
"71434B",7.65,7.65
"71459",28804.26,28546.98
"71477",46064.28,38900.16
"71495A",97.98,97.56
"71495B",116.58,116.58
"71496A",171.58,171.58
"71496B",8.67,8.67
"71510",112.05,112.05
"72008",1592.38,1571.80
"72023F",712.19,712.19
"72024U",46.62,46.62
"72038B",0.00,0.00
"72038P",116.50,106.00
"72045D",931.46,79.70
"72051S",322.56,322.56
"72083A",50.40,50.40
"72084B",3.90,3.90
"72122",682.21,682.21
"72127",462.24,460.99
"72128",487.02,487.02
"72129",50.77,50.77
"72130",321.13,321.13
"72131",696.18,664.98
"72132",464.10,464.10
"72133",142.39,142.39
"72134",160.54,160.54
"72140E",160.08,159.23
"72140F",69.18,69.18
"72225C",478.67,464.75
"72225D",220.04,220.04
"72232",1190.92,1190.92
"72267",580.98,580.98
"72349B",6062.76,6037.56
"72351A",8011.55,7944.52
"72351B",11590.14,11368.54
"72369A",136.33,136.33
"72484",1024.55,1024.55
"72487",358.48,358.48
"72529W",1017.02,891.96
"72586",1097.88,1082.76
"72598",1476.38,1457.68
"72606A",94.92,94.92
"72708",9.24,9.24
"72709",62.90,62.90
"72715",39.48,39.48
"72724",47.50,47.50
"72728",547.80,547.80
"72732",0.00,0.00
"72739B",412.43,412.43
"72739C",338.41,307.16
"72740A",187.76,187.76
"72740B",10.12,10.12
"72741",28583.52,28494.22
"72750A",766.85,762.95
"72750B",1053.15,1010.05
"72750C",476.40,476.40
"72750D",226.50,226.50
"72751A",5.95,5.95
"72751B",5.95,5.95
"72751C",5.95,5.95
"72752A",4.25,4.25
"72752B",12.75,12.75
"72753A",713.58,713.58
"72753B",965.51,965.51
"72753C",115.46,115.46
"72753D",302.40,268.80
"72754A",201.24,201.24
"72754B",137.54,137.54
"72754D",1.69,1.69
"72755C",784.00,770.25
"72755D",693.25,693.25
"72756",5486.30,5449.05
"72759",0.00,0.00
"72760B",17645.44,17475.10
"72771B",65.50,65.50
"72771C",63.58,63.58
"72772",639.18,639.18
"72779",81.12,81.12
"72780",419.03,408.83
"72781",231.60,219.00
"72783",96.60,96.60
"72785A",16.80,16.80
"72785B",10.90,10.90
"72789",469.31,431.81
"72793",268.75,262.80
"72796A",18.15,18.15
"72796B",46.20,46.20
"72796C",1.65,1.65
"72798C",66.62,66.62
"72799A",877.80,877.80
"72799B",522.07,522.07
"72799C",895.92,895.92
"72799D",339.19,339.19
"72799E",2958.44,2940.74
"72799F",2318.53,2318.53
"72800A",809.81,809.81
"72800B",1398.28,1393.18
"72800C",995.30,995.30
"72800D",1086.12,1083.57
"72800E",3027.44,3017.96
"72800F",1090.66,1090.66
"72801C",876.05,861.05
"72801D",1035.74,1035.74
"72801E",442.40,442.40
"72801F",292.50,292.50
"72801G",886.42,886.42
"72802A",4040.46,3787.37
"72802B",4655.06,3770.08
"72802C",6386.36,5802.30
"72803A",1608.81,1591.81
"72803B",458.70,450.20
"72805",16.90,16.90
"72807A",5256.35,5184.10
"72807B",5849.11,5687.61
"72807C",10637.39,10071.01
"72811",352.13,352.13
"72812",400.94,400.94
"72814",1002.99,995.49
"72815",1191.72,1161.72
"72816",2049.72,2019.72
"72817",2149.47,2119.47
"72818",1359.95,1334.03
"72819",1332.92,1332.92
"72821",100.65,95.70
"75011",172.51,172.51
"75013B",768.19,765.49
"75049L",14134.10,13325.35
"75131",1559.80,1559.80
"75149N",340.00,340.00
"75172",100.31,100.31
"75178",312.67,312.67
"77079",139.92,139.92
"77081",361.25,360.00
"77101A",1331.46,1331.46
"78026",169.90,169.90
"78027",148.40,148.40
"78033",388.45,370.60
"78034B",29.25,29.25
"78056",39.80,22.80
"78124",996.72,996.72
"79000",11112.21,10940.31
"79026B",135.39,135.39
"79029",5874.49,5825.14
"79030A",627.35,627.35
"79030D",884.39,884.00
"79030G",1767.06,1767.06
"79051A",440.93,440.93
"79062D",19.40,19.40
"79063C",43.65,43.65
"79063D",35.56,35.56
"79065A",39.80,29.85
"79066K",1455.06,1444.86
"79067",7616.70,7554.00
"79070B",22.52,22.52
"79071B",466.20,466.20
"79072",3997.90,3848.65
"79140",6.30,6.30
"79144B",256.88,256.88
"79144C",292.06,292.06
"79149B",12.18,12.18
"79151B",4.62,4.62
"79157B",4.25,4.25
"79157V",4.25,4.25
"79160",2415.96,2371.86
"79161A",150.45,150.45
"79163",1379.49,1374.33
"79164",3818.26,3781.66
"79172D",20.40,20.40
"79190A",429.88,414.40
"79190B",682.78,676.06
"79190D",351.66,349.56
"79191B",443.07,415.87
"79191C",1383.14,1137.49
"79191D",198.49,184.97
"79192A",172.78,162.78
"79301",2.95,-20.00
"79302M",2015.95,2013.00
"79303A",5.90,5.90
"79303B",375.29,375.29
"79303D",356.10,350.20
"79308B",122.40,122.40
"79315W",659.57,659.57
"79320",4774.06,4696.96
"79321",91997.46,91356.76
"79323B",1709.95,98.75
"79323G",2198.76,1154.56
"79323GR",3318.52,2150.02
"79323LP",8651.38,5948.58
"79323P",14377.76,10356.41
"79323S",2235.39,1251.84
"79323W",18712.64,12257.79
"79328",286.14,284.62
"79329",65.94,65.94
"79331",73.60,73.60
"79336",396.73,396.73
"79337",512.11,509.83
"79338",272.59,272.59
"79341",4726.13,2206.53
"79342B",988.09,892.04
"79403",230.59,218.69
"79406",77.34,77.34
"79413",37.50,37.50
"79532",121.25,120.00
"79534",63.80,63.80
"81950B",151.84,150.99
"81950V",18.80,18.80
"81952B",94.52,94.52
"81952V",181.49,181.49
"81953B",4.64,4.64
"81953P",9.57,9.57
"81985A",58.65,58.65
"82001S",13141.70,13101.17
"82011A",361.91,358.16
"82011B",409.80,409.80
"82011C",866.11,866.11
"82011E",7.50,7.50
"82069",183.45,183.45
"82072",6.25,6.25
"82076",468.53,468.53
"82081",566.45,566.45
"82093",416.98,416.98
"82095",903.47,903.47
"82482",46664.10,45595.95
"82483",30054.52,28370.67
"82484",58966.10,58641.10
"82486",39616.78,38761.63
"82494L",54025.01,52576.76
"82545A",38.75,38.75
"82551",8760.69,8752.99
"82552",9974.31,9965.56
"82553",333.56,333.56
"82567",3157.05,3154.95
"82578",3379.13,3371.98
"82580",8233.18,8103.14
"82581",4960.03,4921.37
"82582",15658.86,15417.48
"82583",32953.86,32749.77
"82585",317.17,302.17
"82587",190.62,175.62
"82597",2806.58,2800.69
"82599",6263.58,6256.82
"82600",26851.56,26767.76
"82605",732.34,732.34
"82607A",1162.71,1140.21
"82607C",238.72,238.72
"82607E",126.25,125.00
"82613A",789.90,787.40
"82613B",1476.12,1466.47
"82613C",1263.28,1252.38
"82613D",1814.12,1805.72
"82615",1681.69,1670.69
"82616A",672.12,672.12
"82616B",1160.17,1143.02
"82616C",1256.98,1253.23
"84006",2069.39,2065.14
"84007",438.64,438.64
"84012",2740.19,2638.19
"84016",7193.58,7115.66
"84029C",882.89,882.89
"84029D",214.66,214.66
"84029E",54112.01,53604.31
"84029G",38228.84,38009.14
"84030B",35.67,35.67
"84030C",586.56,556.56
"84030E",11851.19,11795.94
"84031A",6617.98,6546.43
"84031B",4839.28,4775.08
"84032A",12502.94,12387.89
"84032B",9656.90,9488.00
"84033",842.11,815.71
"84050",15733.37,15626.07
"84051",673.91,673.91
"84077",24793.19,24424.55
"84078A",51430.27,46242.62
"84081",441.02,436.77
"84086B",70.80,67.85
"84086C",1209.00,1209.00
"84192",271.10,271.10
"84199",137.37,134.85
"84201B",9.50,9.50
"84201C",1.90,1.90
"84205C",0.38,0.38
"84206A",15.01,15.01
"84206B",1.71,1.71
"84206C",1.90,1.90
"84212",12163.21,12116.41
"84218",527.32,525.37
"84219",386.92,386.92
"84226",60.01,60.01
"84227",47.04,47.04
"84228",182.90,182.48
"84231",199.82,199.82
"84247C",212.40,212.40
"84247E",1253.45,927.50
"84247G",650.94,650.94
"84247H",115.01,82.56
"84247J",19.66,19.66
"84247K",260.46,228.01
"84247L",539.46,534.42
"84247N",311.76,214.41
"84249A",124.84,124.84
"84249D",359.14,349.06
"84250M",29.52,29.52
"84251B",125.79,123.51
"84251C",128.28,128.28
"84251F",108.66,108.66
"84251G",186.72,186.72
"84251J",48.88,48.88
"84255A",4.20,4.20
"84255B",254.32,254.32
"84270",5026.50,4733.10
"84279B",3333.69,3269.94
"84279P",5122.07,4958.51
"84288B",126.75,122.85
"84292",438.06,430.11
"84292B",59.75,59.75
"84306",731.71,731.71
"84311",18.15,18.15
"84313A",280.34,280.34
"84313B",1814.34,1814.34
"84313C",1823.63,1823.63
"84327A",1851.82,1845.06
"84340",112.44,112.44
"84341B",1019.33,1019.33
"84347",86720.63,86362.13
"84352",3779.06,3660.41
"84356",4387.08,4345.38
"84358",1285.33,1285.33
"84360",1022.23,1022.23
"84366",15.00,15.00
"84367",130.05,130.05
"84371",300.50,300.50
"84375",16947.39,16826.49
"84378",16914.04,16797.98
"84380",16334.03,16067.64
"84387A",21.45,21.45
"84388",89.04,85.74
"84396",1689.44,1689.44
"84402B",51.14,51.14
"84402D",371.01,371.01
"84405A",1184.02,1171.27
"84406B",24931.90,24268.80
"84414B",575.33,575.33
"84415A",120.00,120.00
"84415B",140.00,140.00
"84422",481.59,462.02
"84424A",86.25,86.25
"84425A",85.20,85.20
"84427B",72.25,72.25
"84429A",472.16,472.16
"84437A",92.65,92.65
"84447",100.64,100.64
"84450A",29.04,27.36
"84450B",139.70,139.70
"84452",222.72,209.12
"84454",98.81,98.81
"84455",89.62,89.62
"84456",38.25,28.05
"84457",343.26,343.26
"84458",106.25,106.25
"84459A",2500.68,2357.64
"84459B",2780.49,2744.73
"84461",278.08,250.03
"84462",117.37,117.37
"84464",179.10,179.10
"84465",107.47,107.47
"84466",1465.02,1073.17
"84467",30564.22,30484.32
"84469",2408.14,2408.14
"84472",5354.24,5194.34
"84482",319.79,282.29
"84493",111.12,65.76
"84497",436.76,436.76
"84499",324.68,324.68
"84507B",1905.21,1894.16
"84507C",675.13,654.73
"84508A",8109.21,8087.31
"84508B",502.07,486.77
"84508C",314.84,312.29
"84509A",9260.17,9211.42
"84509B",2970.09,2955.09
"84509C",2482.54,2482.54
"84509E",489.89,489.89
"84509F",2494.20,2494.20
"84509G",2283.99,2283.99
"84510A",4209.14,4182.89
"84510B",1680.60,1678.10
"84510C",802.28,802.28
"84510E",237.92,237.92
"84510F",450.50,448.00
"84519A",3088.01,3088.01
"84519B",2261.95,2259.00
"84520B",8061.30,8051.10
"84520D",772.95,762.75
"84522",325.22,325.22
"84526",2843.48,2843.48
"84527",160.97,160.97
"84529A",419.56,419.56
"84529B",104.45,104.45
"84529C",606.73,606.73
"84531A",187.01,187.01
"84531B",172.41,172.41
"84532B",609.06,609.06
"84533B",462.06,462.06
"84534B",953.17,929.37
"84535A",393.71,393.71
"84535B",1924.55,1862.80
"84536A",2737.82,2721.86
"84536B",1986.26,1964.42
"84537B",49.14,49.14
"84539",127.05,127.05
"84546",34.65,34.65
"84548",90.75,90.75
"84549",173.74,173.74
"84550",29.70,29.70
"84551",89.10,89.10
"84555A",136.80,136.80
"84558A",4061.11,3987.36
"84559A",1584.11,1584.11
"84559B",1269.18,1265.78
"84559D",136.93,136.93
"84562A",1683.27,1675.32
"84562B",157.53,157.53
"84563A",975.90,975.90
"84563B",809.88,809.88
"84564",207.86,207.86
"84567",14.85,14.85
"84568",9177.77,8996.12
"84569A",841.13,839.88
"84569B",605.61,604.36
"84569C",731.11,714.86
"84569D",1573.91,1572.66
"84570B",19.80,19.80
"84572",8.49,8.49
"84575A",98.80,92.85
"84575B",23.80,23.80
"84576",410.08,410.08
"84578",1114.14,1114.14
"84580",4875.08,4860.08
"84581",2189.85,2189.85
"84582",72.25,72.25
"84584",865.65,865.65
"84586L",44.25,44.25
"84592",591.95,591.95
"84593",73.75,73.75
"84595B",412.65,412.65
"84595E",794.04,787.46
"84596B",4894.95,4848.23
"84596E",1561.02,1521.02
"84596F",3863.18,3856.46
"84596G",1748.39,1748.39
"84596I",83.13,83.13
"84596J",789.49,781.99
"84596K",666.68,665.43
"84596L",1311.90,1311.90
"84597B",284.59,280.84
"84597C",481.16,476.16
"84598",5157.67,5036.71
"84599",272.60,272.60
"84600",1119.24,1096.39
"84601A",668.98,481.48
"84608",47.70,31.80
"84609",1526.98,1509.98
"84611B",41.65,23.80
"84612B",51.00,51.00
"84613A",102.30,97.65
"84613C",258.06,258.06
"84614A",172.31,160.41
"84614C",17.85,17.85
"84615",829.13,587.45
"84616",1647.49,1527.69
"84617",140.25,140.25
"84619",1801.77,1801.77
"84620",832.77,832.77
"84621",279.87,279.87
"84622",180.25,174.30
"84623",359.53,359.53
"84625A",1487.30,1422.50
"84625B",279.00,268.80
"84625C",1177.35,1073.75
"84625D",852.43,794.58
"84626",45.95,45.95
"84627",297.50,249.90
"84629",237.80,232.85
"84630",15.90,15.90
"84631",1496.97,1473.12
"84632",919.20,859.25
"84637",2041.73,2041.73
"84638",1488.90,1488.90
"84641",0.00,0.00
"84648",12.75,12.75
"84653",1047.46,1047.46
"84656",142.80,142.80
"84657",538.71,538.71
"84658",1338.54,1338.54
"84659A",2173.36,2165.71
"84660A",1001.52,996.98
"84660B",1100.67,1100.67
"84660C",1665.85,1665.85
"84661A",409.48,409.48
"84661B",696.07,696.07
"84661C",255.19,255.19
"84663A",902.99,887.93
"84664",960.30,935.55
"84665",1364.70,1210.00
"84666",892.70,892.70
"84670",2212.40,2134.28
"84671B",363.64,363.64
"84673A",355.67,355.02
"84673B",483.16,482.51
"84674",1258.06,1237.41
"84675",675.77,652.17
"84676",2188.40,2055.85
"84678",1227.01,1204.11
"84679",103.30,97.35
"84680",372.30,356.40
"84682",665.03,647.33
"84683",584.65,583.40
"84684",858.30,807.30
"84685",1946.09,1937.34
"84686",1401.04,1357.64
"84687",1454.72,1417.07
"84688",1602.04,1446.99
"84689",814.15,764.60
"84690",222.60,206.70
"84691",2414.60,2358.50
"84692",11708.97,11611.53
"84705A",65.10,65.10
"84705B",136.51,136.51
"84705C",241.06,241.06
"84705D",149.30,149.30
"84705F",37.20,37.20
"84706A",344.56,344.56
"84706B",207.41,189.51
"84706C",170.80,170.80
"84706D",523.18,521.23
"84706F",217.25,208.30
"84707A",1402.27,1402.27
"84707B",879.38,839.58
"84708B",847.48,847.48
"84709A",148.75,148.75
"84709B",1399.71,1393.76
"84711A",473.45,473.45
"84711B",516.42,516.42
"84712B",1004.85,1004.85
"84715",785.38,785.38
"84720",147.05,147.05
"84721",87.80,87.80
"84723",201.30,153.60
"84725",220.75,220.75
"84726",394.85,394.85
"84731",3.69,3.69
"84732B",18.48,18.48
"84732D",10.89,10.89
"84741C",393.28,393.28
"84743C",11.25,11.25
"84744",193.79,193.79
"84745A",30.24,30.24
"84745B",34.86,34.86
"84746",99.12,99.12
"84748",2330.44,2330.44
"84750A",1564.41,1489.11
"84750B",1327.40,1319.21
"84751B",115.86,107.57
"84753A",112.09,112.09
"84754",2931.12,2775.98
"84755",26811.75,26391.85
"84757",74.75,74.75
"84760L",896.00,896.00
"84760S",434.77,434.77
"84761",923.75,903.35
"84762A",559.96,465.51
"84762B",1101.24,1101.24
"84762C",991.20,991.20
"84763",2027.73,2027.73
"84765",191.21,165.71
"84766",638.00,594.80
"84767",828.74,828.74
"84770",419.25,283.55
"84773",569.35,563.45
"84782A",840.45,763.95
"84782B",127.50,127.50
"84782C",509.90,459.80
"84789",1652.78,1622.78
"84791",1308.66,1290.96
"84792",10912.69,10637.59
"84795A",1933.74,1933.74
"84795B",3257.77,3257.77
"84795C",3251.88,3243.93
"84795D",1690.53,1683.58
"84795E",79.50,79.50
"84796A",3757.96,3757.96
"84796B",8388.52,8388.52
"84797A",5236.63,5236.63
"84797B",2501.14,2467.24
"84798A",455.40,424.80
"84798B",503.10,482.70
"84798C",40.80,40.80
"84799",542.53,507.37
"84800L",977.15,936.59
"84800M",358.91,353.84
"84800S",292.04,289.54
"84801A",427.44,427.44
"84801B",370.20,370.20
"84802A",336.31,336.31
"84802B",399.93,399.93
"84803A",194.35,189.28
"84803B",74.36,54.08
"84804A",405.23,405.23
"84804B",501.97,499.02
"84805A",220.35,220.35
"84805B",555.15,555.15
"84806A",261.91,261.91
"84806B",592.67,592.67
"84807",215.93,215.93
"84809A",510.54,502.14
"84809B",351.60,351.60
"84813",3879.05,3875.10
"84814A",1.95,1.95
"84814B",15.60,15.60
"84815",1345.14,1345.14
"84816",1358.25,996.65
"84817",954.24,866.40
"84818",2641.89,2509.84
"84819",1376.73,1359.73
"84820",970.59,934.89
"84821",762.50,752.30
"84823",1210.00,1170.05
"84824",839.35,823.40
"84826",871.63,769.63
"84827",491.09,491.09
"84828",3803.55,3758.55
"84830",1195.15,1144.30
"84832",7142.18,7131.98
"84836",25247.23,25119.73
"84837",3504.83,3504.83
"84838",321.00,321.00
"84839",9292.40,9213.80
"84840",2666.94,2641.44
"84842",813.25,575.65
"84843",2086.07,2074.17
"84845A",1.25,1.25
"84845C",52.50,48.75
"84845D",51.25,51.25
"84846A",647.90,647.90
"84847",1256.45,888.17
"84849A",966.36,927.49
"84849B",3555.29,3533.32
"84849D",2751.76,2711.20
"84854",2856.94,2852.69
"84855",239.95,239.95
"84856L",1807.11,1807.11
"84856S",1951.93,1948.12
"84857A",68.00,68.00
"84857B",46.80,42.90
"84857C",487.51,485.56
"84858A",140.96,140.96
"84858B",431.00,431.00
"84858C",646.44,646.44
"84859A",666.30,666.30
"84859B",449.49,449.49
"84859C",562.80,562.80
"84864A",108.42,108.42
"84865",829.19,829.19
"84867A",146.53,146.53
"84867B",54.28,54.28
"84868A",13.90,13.90
"84868B",34.75,20.85
"84869",775.83,775.83
"84870B",442.72,435.22
"84870C",458.22,458.22
"84872A",5121.37,5121.37
"84873A",2633.32,2633.32
"84874B",154.82,154.82
"84875A",63.75,63.75
"84875B",545.77,545.77
"84875D",483.75,483.75
"84876B",552.87,552.87
"84876C",26.25,22.50
"84876D",653.54,606.04
"84877A",228.82,228.82
"84877B",712.61,710.11
"84877D",569.95,569.95
"84879",134297.12,133468.97
"84880",10562.18,10483.28
"84881",368.38,362.03
"84882",372.61,372.61
"84884A",7500.68,7496.73
"84886",129.35,129.35
"84891B",119.25,119.25
"84893",186.35,186.35
"84898F",382.10,382.10
"84899E",90.36,89.11
"84899F",276.84,276.84
"84901",576.92,576.92
"84902",437.32,437.32
"84905",1623.57,1623.57
"84906",337.84,335.89
"84907",1178.29,1132.39
"84908A",1320.67,1313.72
"84908B",1348.83,1348.83
"84909A",2810.30,2810.30
"84910A",1402.58,1325.23
"84912A",3732.75,3732.75
"84912B",3932.78,3932.78
"84913A",3911.58,3911.58
"84913B",2702.98,2698.33
"84914A",233.55,233.55
"84915",583.62,583.62
"84916",778.36,778.36
"84917",894.21,894.21
"84918",1564.89,1550.99
"84919",1832.68,1067.58
"84920",1073.41,1073.41
"84921",101.25,101.25
"84922",867.69,867.69
"84923",1958.78,1958.78
"84924A",692.12,692.12
"84924D",299.22,299.22
"84924F",289.95,169.95
"84925A",349.63,349.63
"84925C",71.40,71.40
"84925D",677.45,584.45
"84925E",130.05,130.05
"84925F",888.29,888.29
"84926A",320.57,320.57
"84926B",67.50,67.50
"84926C",222.95,215.45
"84926D",392.81,392.81
"84926E",481.51,481.51
"84926F",325.30,318.34
"84927A",191.05,180.70
"84927D",227.97,187.11
"84927E",245.28,225.72
"84927F",319.39,315.34
"84929",1099.92,931.43
"84931A",657.78,657.78
"84931B",824.41,816.76
"84932A",602.60,602.60
"84932B",401.30,401.30
"84932C",615.40,606.90
"84932D",608.67,608.67
"84933A",314.35,314.35
"84933B",309.15,309.15
"84933C",317.00,317.00
"84934",591.60,590.75
"84937",5961.26,5923.46
"84942",5.07,5.07
"84944",3814.01,3505.81
"84945",18660.07,18507.58
"84946",61703.94,61200.91
"84947",20325.41,20280.87
"84948",476.22,469.62
"84949",20030.25,19236.45
"84950",4721.40,4676.90
"84951A",1208.80,1189.84
"84951B",1307.94,1307.94
"84952A",535.95,535.95
"84952B",745.62,734.37
"84952C",808.37,808.37
"84962",179.85,179.85
"84963A",813.30,813.30
"84963B",591.50,591.50
"84964A",630.00,630.00
"84964B",990.00,990.00
"84965A",1050.00,1050.00
"84965B",1359.95,1359.95
"84966A",275.90,275.90
"84966B",428.00,428.00
"84966C",276.00,276.00
"84967A",254.85,174.90
"84967B",1329.40,1189.45
"84967C",419.85,419.85
"84968A",9075.35,8685.05
"84968B",7993.78,7981.03
"84968C",11004.20,10953.20
"84968D",7004.79,6992.04
"84968E",6106.36,6055.36
"84968F",5312.45,5312.45
"84969",5804.37,5783.12
"84970L",20086.85,20052.65
"84970S",25334.64,25229.44
"84971L",776.50,745.25
"84971S",5953.28,5951.58
"84972L",481.90,481.90
"84974",879.55,869.60
"84975",3491.73,3476.52
"84976",788.62,777.56
"84977",287.66,287.66
"84978",34872.18,34454.46
"84984A",473.99,464.69
"84984B",541.30,532.00
"84984C",460.77,460.77
"84984D",481.82,481.82
"84985A",1257.76,1250.51
"84985B",218.98,218.98
"84986B",712.13,712.13
"84987",12715.42,12617.72
"84988",15097.08,15005.81
"84989A",1460.88,1458.81
"84989B",566.55,566.55
"84990",2118.15,2104.95
"84991",28296.50,28095.35
"84992",18341.23,18165.90
"84993A",818.58,818.58
"84993B",302.48,302.48
"84997A",22930.31,22831.61
"84997B",44833.15,44450.32
"84997C",39876.69,39557.21
"84997D",47862.22,47655.97
"85006",1298.17,733.77
"85007",422.89,408.94
"85008",1155.64,1145.74
"85014A",23252.71,23205.11
"85014B",33300.73,33195.63
"85014C",2373.61,1797.61
"85014D",6721.30,6721.30
"85015",3249.13,3249.13
"85016",2609.26,2591.41
"85017A",984.66,984.66
"85017B",1699.79,1689.59
"85017C",849.23,728.27
"85018A",63.75,63.75
"85018B",63.75,63.75
"85018C",127.20,127.20
"85018D",1038.30,1000.05
"85019A",953.33,923.33
"85019B",1024.94,994.94
"85019C",668.13,587.13
"85020",596.56,596.56
"85023A",56.10,53.55
"85023B",684.90,528.60
"85023C",58.65,56.10
"85024A",1.65,1.65
"85024B",330.90,330.90
"85024C",163.35,161.70
"85025B",1133.35,1126.75
"85025C",1542.72,1539.42
"85026B",598.25,589.75
"85027L",538.50,472.20
"85028L",686.27,640.37
"85028S",666.99,612.09
"85030",531.45,460.80
"85031A",1252.68,1252.68
"85031B",1193.38,1193.38
"85031C",1491.51,1491.51
"85032A",1446.47,1446.47
"85032B",1060.68,1060.68
"85032C",1121.08,1113.28
"85032D",1592.30,1584.50
"85033G",526.55,524.60
"85033S",382.50,381.85
"85034A",2634.27,2596.52
"85034B",2997.13,2997.13
"85034C",2984.57,2898.82
"85035A",2628.45,2494.51
"85035B",2938.10,2938.10
"85035C",2950.76,2938.01
"85036A",2518.41,2512.91
"85036B",1596.14,1570.64
"85036C",1682.36,1450.11
"85038",6671.40,6671.40
"85039A",2652.29,2645.69
"85039B",2895.49,2875.69
"85039C",764.65,761.35
"85040A",4488.19,4413.94
"85040B",3970.65,3873.00
"85041",2581.96,2558.86
"85042",12388.12,11630.72
"85043",4.95,-9.90
"85044",997.05,973.70
"85045",2376.13,2321.63
"85047",7285.56,6834.86
"85048",23783.51,23088.16
"85049A",11960.21,11896.46
"85049B",2741.12,2741.12
"85049C",3867.18,3835.93
"85049D",3029.37,3029.37
"85049E",11265.96,11230.96
"85049F",2702.86,2671.61
"85049G",5429.62,5373.37
"85049H",2481.06,2481.06
"85050",100.80,100.80
"85053",5059.27,4974.81
"85054",2906.13,2885.93
"85055",1755.28,1755.28
"85059",3144.47,3114.47
"85060",1852.81,1805.31
"85061W",6188.46,6167.21
"85062",6934.49,6920.22
"85063",6398.23,5320.58
"85064",8088.50,8068.30
"85065",8314.38,7936.58
"85066",41935.23,40699.83
"85067",8986.72,8784.27
"85068",7196.92,7167.12
"85069",50.85,-50.85
"85070",320.00,195.00
"85071A",1494.97,1046.57
"85071B",1406.39,1400.49
"85071C",1004.64,1004.64
"85071D",615.38,615.38
"85072",66.00,66.00
"85077",11.90,11.90
"85078",1533.84,1533.19
"85079",36.50,36.50
"85080",55.76,55.76
"85081",47.85,47.85
"85083",12.75,-2.55
"85084",808.23,808.23
"85086A",800.86,800.86
"85087",2460.17,2454.27
"85088",883.93,875.53
"85089",385.63,385.63
"85090",737.26,700.06
"85091",610.27,540.57
"85092",710.44,680.44
"85093",1489.68,1485.93
"85094",510.55,509.30
"85095",374.32,374.32
"85096",821.34,817.59
"85097B",455.59,416.99
"85098B",1741.48,1587.33
"85099B",197441.32,195272.50
"85099C",66097.38,65526.50
"85099F",73876.49,73364.25
"85103",2763.26,2483.16
"85104",1160.05,1136.45
"85106",2693.48,2693.48
"85107",2431.37,2431.37
"85109",488.71,357.67
"85110",1151.40,764.04
"85111",1028.38,986.62
"85112",505.29,505.29
