"customer_id","recency_days","frequency_completed","cancellation_count","monetary_gross","monetary_net","avg_interval_whole_day","avg_interval_fractional_day","distinct_variants_purchased","distinct_families_purchased","order_return_rate_pct","line_item_return_rate_pct"
"17077",577,1,0,306.00,306.00,NULL,NULL,1,1,0.0,0.0
"17078",35,2,0,375.86,375.86,0.0,0.02,27,25,0.0,0.0
"17079",77,1,0,118.80,118.80,NULL,NULL,2,2,0.0,0.0
"17080",21,7,1,957.53,955.41,83.5,83.98,26,26,12.5,2.9
"17081",24,6,0,949.39,949.39,125.2,126.00,166,165,0.0,0.0
"17082",32,6,0,4732.03,4732.03,137.8,138.23,117,114,0.0,0.0
"17083",108,9,2,4049.79,4035.08,69.5,69.90,30,27,18.2,1.7
"17084",34,3,1,5001.21,4997.96,180.5,180.51,263,259,25.0,0.4
"17085",122,28,4,7839.27,7705.27,22.1,22.60,410,384,12.5,0.8
"17086",6,6,0,2050.08,2050.08,11.0,11.22,76,76,0.0,0.0
"17087",737,1,0,221.53,221.53,NULL,NULL,12,12,0.0,0.0
"17088",27,4,0,1991.01,1991.01,74.7,75.06,96,95,0.0,0.0
"17089",385,1,0,128.45,128.45,NULL,NULL,4,4,0.0,0.0
"17090",3,13,2,3080.18,2986.64,41.6,41.99,54,54,13.3,2.2
"17091",2,19,4,7495.75,7462.15,39.6,40.04,242,230,17.4,1.3
"17092",49,11,3,5511.41,5479.76,62.3,62.51,273,259,21.4,0.8
"17093",592,1,0,235.88,235.88,NULL,NULL,13,13,0.0,0.0
"17094",317,2,1,402.20,370.40,101.0,101.10,18,18,33.3,5.3
"17095",21,7,4,2572.25,2520.75,116.7,117.00,110,94,36.4,2.8
"17096",8,11,6,3697.93,3629.58,53.5,54.00,162,159,35.3,3.8
"17097",1,9,1,1143.36,1126.86,53.3,53.52,182,180,10.0,0.7
"17098",381,3,0,591.07,591.07,79.5,79.54,10,10,0.0,0.0
"17099",532,1,0,582.17,582.17,NULL,NULL,40,37,0.0,0.0
"17100",17,2,0,971.74,971.74,0.0,0.00,65,65,0.0,0.0
"17101",9,7,0,2507.05,2507.05,89.5,89.99,54,54,0.0,0.0
"17102",261,1,0,25.50,25.50,NULL,NULL,1,1,0.0,0.0
"17103",721,1,0,424.30,424.30,NULL,NULL,32,29,0.0,0.0
"17104",423,1,0,474.03,474.03,NULL,NULL,19,19,0.0,0.0
"17105",158,2,0,665.78,665.78,147.0,147.05,80,79,0.0,0.0
"17106",388,1,0,481.58,481.58,NULL,NULL,51,46,0.0,0.0
"17107",32,10,3,16052.72,15595.37,71.0,71.55,377,368,23.1,1.6
"17108",663,1,0,174.95,174.95,NULL,NULL,9,8,0.0,0.0
"17109",28,8,2,1291.71,1276.35,66.4,66.88,124,117,20.0,2.8
"17110",164,3,0,499.90,499.90,222.0,222.49,38,34,0.0,0.0
"17111",46,2,0,459.58,459.58,378.0,378.03,44,41,0.0,0.0
"17112",502,1,0,197.57,197.57,NULL,NULL,44,43,0.0,0.0
"17113",504,6,2,2305.59,2092.16,24.2,24.63,122,114,25.0,7.6
"17114",5,8,2,801.12,739.72,46.6,47.00,85,84,20.0,6.1
"17115",7,7,6,2761.49,2616.29,120.7,121.02,102,84,46.2,7.0
"17116",647,1,0,389.78,389.78,NULL,NULL,47,46,0.0,0.0
"17117",287,1,0,116.20,116.20,NULL,NULL,9,9,0.0,0.0
"17118",317,1,0,157.02,157.02,NULL,NULL,10,10,0.0,0.0
"17119",2,2,1,606.91,593.61,56.0,56.15,35,35,33.3,7.9
"17120",232,1,0,307.46,307.46,NULL,NULL,18,18,0.0,0.0
"17121",402,1,0,314.74,314.74,NULL,NULL,12,12,0.0,0.0
"17122",118,4,0,570.50,570.50,126.3,126.74,23,22,0.0,0.0
"17123",161,3,0,966.67,966.67,205.0,205.48,36,36,0.0,0.0
"17124",184,1,0,294.24,294.24,NULL,NULL,31,29,0.0,0.0
"17125",49,1,0,230.50,230.50,NULL,NULL,34,34,0.0,0.0
"17126",151,9,2,2008.93,1996.03,39.0,39.13,294,287,18.2,0.4
"17127",428,5,0,1155.03,1155.03,76.0,76.69,27,27,0.0,0.0
"17128",334,1,0,157.09,157.09,NULL,NULL,14,13,0.0,0.0
"17129",519,1,0,31.85,31.85,NULL,NULL,2,2,0.0,0.0
"17131",4,5,0,2463.17,2463.17,17.3,17.50,78,76,0.0,0.0
"17132",451,2,0,1220.91,1220.91,36.0,36.11,62,62,0.0,0.0
"17133",15,12,1,14622.33,12972.09,55.2,55.73,22,22,7.7,11.1
"17134",106,3,0,625.30,625.30,167.0,167.82,31,30,0.0,0.0
"17135",15,10,1,1716.38,1705.46,62.1,62.56,97,90,9.1,0.7
"17136",661,1,0,231.68,231.68,NULL,NULL,14,12,0.0,0.0
"17137",415,6,0,1099.81,1099.81,51.8,52.22,125,120,0.0,0.0
"17138",275,7,0,4417.27,4417.27,65.7,66.32,234,217,0.0,0.0
"17139",15,25,4,19566.76,19473.91,28.1,28.41,447,440,13.8,1.2
"17140",246,1,0,454.12,454.12,NULL,NULL,16,16,0.0,0.0
"17141",417,4,0,727.58,727.58,88.7,88.67,138,135,0.0,0.0
"17142",238,4,0,1275.25,1275.25,148.0,148.37,78,78,0.0,0.0
"17143",416,2,0,880.97,880.97,98.0,98.08,82,78,0.0,0.0
"17144",0,2,0,984.57,984.57,83.0,83.21,42,42,0.0,0.0
"17145",464,4,3,3120.91,3014.64,48.3,48.62,168,164,42.9,3.2
"17146",105,13,3,5852.64,5788.39,46.9,47.51,164,152,18.8,2.0
"17147",22,9,7,3199.95,3069.15,83.9,84.39,99,94,43.8,7.5
"17148",51,1,0,124.88,124.88,NULL,NULL,9,9,0.0,0.0
"17149",450,1,0,143.10,143.10,NULL,NULL,6,6,0.0,0.0
"17150",376,6,0,1357.95,1357.95,70.8,71.41,64,64,0.0,0.0
"17151",734,1,0,231.90,231.90,NULL,NULL,4,4,0.0,0.0
"17152",194,4,1,2016.50,1830.50,76.7,77.00,9,8,20.0,11.1
"17153",23,1,0,213.78,213.78,NULL,NULL,14,14,0.0,0.0
"17154",74,1,0,329.34,329.34,NULL,NULL,23,22,0.0,0.0
"17155",17,7,0,892.46,892.46,119.5,119.84,43,43,0.0,0.0
"17156",483,1,1,591.87,572.07,NULL,NULL,39,39,50.0,4.9
"17157",7,19,1,5151.90,5139.45,40.0,40.44,78,74,5.0,1.4
"17158",31,5,1,1980.00,1962.30,152.0,152.49,74,74,16.7,1.7
"17159",21,5,1,2099.59,2095.44,155.3,155.96,115,114,16.7,0.8
"17160",30,17,1,10209.16,10201.36,43.5,44.01,215,211,5.6,0.6
"17161",443,1,0,856.01,856.01,NULL,NULL,52,52,0.0,0.0
"17162",28,10,1,1715.46,1707.21,30.4,30.77,81,80,9.1,1.0
"17163",21,4,0,699.78,699.78,217.3,217.98,27,25,0.0,0.0
"17164",32,7,1,2467.35,2466.40,39.7,40.13,92,92,12.5,0.7
"17165",283,6,2,1794.32,1783.63,88.4,88.86,77,73,25.0,2.9
"17166",38,2,1,206.34,189.49,165.0,165.06,11,11,33.3,14.3
"17167",379,3,0,867.11,867.11,32.0,32.92,64,62,0.0,0.0
"17168",498,1,0,400.20,400.20,NULL,NULL,21,21,0.0,0.0
"17169",49,3,3,1156.73,1129.88,260.0,260.45,64,62,50.0,11.8
"17170",373,2,1,178.68,118.98,14.0,14.98,8,8,33.3,9.1
"17171",288,2,0,384.59,384.59,372.0,372.19,25,25,0.0,0.0
"17172",78,3,2,956.57,915.49,323.5,323.95,39,38,40.0,7.1
"17173",4,8,1,3766.60,3755.65,17.7,18.00,36,36,11.1,1.1
"17174",217,1,0,59.90,59.90,NULL,NULL,4,4,0.0,0.0
"17175",43,4,1,1443.69,1430.94,83.3,84.01,42,42,20.0,1.6
"17176",201,3,0,902.32,902.32,237.5,237.93,37,37,0.0,0.0
"17177",504,1,0,119.50,119.50,NULL,NULL,29,29,0.0,0.0
"17178",730,1,0,432.96,432.96,NULL,NULL,31,31,0.0,0.0
"17179",177,6,0,1507.26,1507.26,76.4,76.85,75,72,0.0,0.0
"17180",55,11,3,2236.77,2216.12,62.5,63.09,189,178,21.4,1.5
"17181",56,3,0,309.85,309.85,269.0,269.07,28,28,0.0,0.0
"17182",422,2,0,321.30,321.30,295.0,295.78,4,3,0.0,0.0
"17183",7,6,2,3347.31,3286.91,19.0,19.56,42,41,25.0,3.9
"17184",568,2,0,198.41,198.41,161.0,161.00,14,14,0.0,0.0
"17185",591,3,0,229.46,229.46,3.0,3.47,38,33,0.0,0.0
"17186",46,2,0,144.00,144.00,13.0,13.89,1,1,0.0,0.0
"17187",226,2,0,467.71,467.71,299.0,299.92,21,21,0.0,0.0
"17188",10,13,4,4592.93,4361.83,59.6,59.98,136,132,23.5,5.5
"17189",105,5,0,953.63,953.63,157.5,157.83,101,98,0.0,0.0
"17190",58,7,1,1724.73,1529.73,97.3,97.65,159,154,12.5,0.5
"17191",27,15,1,4310.34,4284.84,50.3,50.72,269,263,6.3,0.2
"17192",535,1,0,75.28,75.28,NULL,NULL,20,19,0.0,0.0
"17193",35,9,3,2310.04,2254.60,87.5,87.76,28,28,25.0,8.3
"17194",360,2,0,776.66,776.66,169.0,169.95,56,56,0.0,0.0
"17195",654,1,0,562.98,562.98,NULL,NULL,31,30,0.0,0.0
"17196",427,1,0,327.75,327.75,NULL,NULL,84,82,0.0,0.0
"17197",29,1,0,1013.01,1013.01,NULL,NULL,29,29,0.0,0.0
"17198",23,3,0,692.22,692.22,173.0,173.91,89,87,0.0,0.0
"17199",581,1,0,135.04,135.04,NULL,NULL,8,8,0.0,0.0
"17200",386,4,0,356.71,356.71,88.0,88.33,25,25,0.0,0.0
"17201",53,4,1,1132.60,1117.00,204.0,204.66,153,143,20.0,0.6
"17202",420,1,0,160.65,160.65,NULL,NULL,8,8,0.0,0.0
"17203",35,10,0,5564.09,5564.09,39.0,39.22,195,191,0.0,0.0
"17204",168,9,6,5504.69,5263.69,46.1,46.52,110,108,40.0,6.8
"17205",53,3,0,999.35,999.35,255.0,255.44,27,27,0.0,0.0
"17206",52,1,0,204.24,204.24,NULL,NULL,7,7,0.0,0.0
"17207",651,1,0,291.77,291.77,NULL,NULL,54,52,0.0,0.0
"17208",395,1,0,111.15,111.15,NULL,NULL,21,21,0.0,0.0
"17209",648,3,0,595.70,595.70,43.5,43.60,36,36,0.0,0.0
"17210",392,1,0,251.72,251.72,NULL,NULL,47,47,0.0,0.0
"17211",26,13,2,3773.35,3728.80,57.8,58.33,217,208,13.3,0.9
"17212",252,3,0,794.41,794.41,116.5,116.72,29,29,0.0,0.0
"17213",39,13,7,4869.40,4766.03,56.6,57.02,130,126,35.0,6.0
"17214",59,6,1,1059.12,974.12,59.2,59.78,79,75,14.3,1.0
"17215",463,1,0,186.15,186.15,NULL,NULL,11,11,0.0,0.0
"17216",553,1,0,63.60,63.60,NULL,NULL,13,13,0.0,0.0
"17217",233,2,0,210.10,210.10,385.0,385.16,27,26,0.0,0.0
"17218",3,18,0,3889.39,3889.39,39.5,39.94,247,239,0.0,0.0
"17219",31,2,0,259.13,259.13,384.0,385.00,43,42,0.0,0.0
"17220",23,21,0,4451.41,4451.41,32.9,33.20,407,394,0.0,0.0
"17221",6,5,0,976.62,976.62,149.5,149.98,115,112,0.0,0.0
"17222",64,6,0,1563.61,1563.61,126.4,126.59,93,91,0.0,0.0
"17223",309,3,0,523.04,523.04,32.0,32.47,61,57,0.0,0.0
"17224",500,1,0,100.86,100.86,NULL,NULL,8,8,0.0,0.0
"17225",581,1,0,131.15,131.15,NULL,NULL,5,5,0.0,0.0
"17226",308,3,0,895.47,895.47,178.0,178.44,51,51,0.0,0.0
"17227",18,12,0,1878.93,1878.93,60.8,61.35,58,58,0.0,0.0
"17228",15,13,0,2820.03,2820.03,51.3,51.83,199,190,0.0,0.0
"17229",95,2,0,318.76,318.76,46.0,46.05,39,37,0.0,0.0
"17230",263,18,5,9388.49,9159.45,27.2,27.48,141,139,21.7,3.1
"17231",11,25,10,7064.80,6958.83,29.5,30.00,509,471,28.6,1.2
"17232",2,2,0,417.77,417.77,11.0,12.00,30,30,0.0,0.0
"17233",34,3,0,560.86,560.86,344.5,344.54,56,55,0.0,0.0
"17234",182,1,0,149.89,149.89,NULL,NULL,14,14,0.0,0.0
"17235",24,8,0,1562.98,1562.98,75.0,75.42,52,45,0.0,0.0
"17236",12,12,0,1929.26,1929.26,56.8,57.27,123,123,0.0,0.0
"17237",10,4,0,994.13,994.13,123.3,123.38,76,75,0.0,0.0
"17238",2,32,0,7331.17,7331.17,23.3,23.74,485,465,0.0,0.0
"17239",312,4,2,1189.45,1174.15,71.0,71.32,18,18,33.3,5.9
"17240",595,1,0,130.60,130.60,NULL,NULL,7,7,0.0,0.0
"17241",384,12,0,2736.64,2736.64,24.6,25.18,116,109,0.0,0.0
"17242",107,5,0,2889.28,2889.28,143.8,144.05,44,40,0.0,0.0
"17243",0,69,11,20184.68,20004.03,10.4,10.84,358,318,13.8,1.9
"17244",52,5,0,1826.04,1826.04,170.0,170.04,109,103,0.0,0.0
"17245",204,2,0,371.63,371.63,484.0,484.79,24,24,0.0,0.0
"17246",546,2,0,38.92,38.92,191.0,191.79,6,5,0.0,0.0
"17247",14,1,0,280.09,280.09,NULL,NULL,53,52,0.0,0.0
"17248",119,2,0,500.54,500.54,361.0,361.07,85,81,0.0,0.0
"17249",428,1,0,68.03,68.03,NULL,NULL,27,27,0.0,0.0
"17250",3,2,0,381.97,381.97,257.0,257.81,55,54,0.0,0.0
"17251",362,3,1,798.98,790.28,181.0,181.01,65,60,25.0,2.5
"17252",116,2,0,348.91,348.91,69.0,69.71,86,81,0.0,0.0
"17253",17,1,0,178.26,178.26,NULL,NULL,18,17,0.0,0.0
"17254",4,3,0,469.48,469.48,198.0,198.47,129,123,0.0,0.0
"17255",40,4,0,781.70,781.70,134.7,135.28,163,160,0.0,0.0
"17256",106,5,0,498.93,498.93,122.8,123.25,20,20,0.0,0.0
"17257",435,2,0,189.78,189.78,0.0,0.00,14,13,0.0,0.0
"17258",396,2,0,417.30,417.30,268.0,268.87,46,43,0.0,0.0
"17259",147,6,0,1452.39,1452.39,101.0,101.41,179,172,0.0,0.0
"17260",410,1,0,120.95,120.95,NULL,NULL,6,6,0.0,0.0
"17261",509,1,0,221.59,221.59,NULL,NULL,43,42,0.0,0.0
"17262",51,11,0,2488.76,2488.76,66.9,67.21,12,12,0.0,0.0
"17263",207,1,0,63.44,63.44,NULL,NULL,23,23,0.0,0.0
"17264",423,1,0,268.28,268.28,NULL,NULL,70,70,0.0,0.0
"17265",138,2,0,550.01,550.01,41.0,41.95,106,103,0.0,0.0
"17266",1,5,0,501.72,501.72,159.0,159.54,95,93,0.0,0.0
"17267",126,2,0,317.20,317.20,0.0,0.00,37,35,0.0,0.0
"17268",107,11,0,1733.89,1733.89,62.1,62.39,26,26,0.0,0.0
"17269",385,1,0,491.81,491.81,NULL,NULL,110,104,0.0,0.0
"17270",468,2,0,601.45,601.45,262.0,262.87,45,40,0.0,0.0
"17271",735,1,0,204.30,204.30,NULL,NULL,46,45,0.0,0.0
"17272",41,4,1,2148.63,2144.53,73.3,73.40,70,70,20.0,1.7
"17273",423,1,0,141.12,141.12,NULL,NULL,12,12,0.0,0.0
"17274",34,2,0,573.22,573.22,360.0,360.05,76,76,0.0,0.0
"17275",382,1,0,114.10,114.10,NULL,NULL,23,23,0.0,0.0
"17276",399,1,1,501.24,444.19,NULL,NULL,49,49,50.0,5.5
"17277",227,2,0,1065.35,1065.35,95.0,95.01,67,65,0.0,0.0
"17278",240,2,0,271.24,271.24,323.0,323.97,17,17,0.0,0.0
"17279",57,1,0,187.83,187.83,NULL,NULL,8,8,0.0,0.0
"17280",437,1,0,118.86,118.86,NULL,NULL,6,6,0.0,0.0
"17281",373,6,0,797.85,797.85,59.2,59.84,2,2,0.0,0.0
"17282",129,5,0,2308.54,2308.54,104.0,104.52,168,167,0.0,0.0
"17283",378,1,0,188.46,188.46,NULL,NULL,15,15,0.0,0.0
"17284",59,7,1,2558.60,2547.70,54.3,54.82,284,277,12.5,0.5
"17285",627,2,0,400.44,400.44,34.0,34.98,40,34,0.0,0.0
"17286",21,3,0,389.18,389.18,189.0,189.48,89,89,0.0,0.0
"17287",25,21,2,3826.86,3810.61,35.1,35.50,279,262,8.7,0.4
"17288",8,11,0,2468.43,2468.43,38.0,38.51,233,232,0.0,0.0
"17289",31,9,2,2041.80,2032.30,75.6,76.25,202,188,18.2,0.7
"17290",3,8,0,1427.48,1427.48,102.7,103.28,183,179,0.0,0.0
"17291",307,1,0,550.80,550.80,NULL,NULL,1,1,0.0,0.0
"17292",471,2,0,271.75,271.75,107.0,107.10,14,14,0.0,0.0
"17293",7,17,0,3750.63,3750.63,45.0,45.50,148,139,0.0,0.0
"17294",668,2,0,467.79,467.79,0.0,0.08,17,17,0.0,0.0
"17295",28,3,0,547.00,547.00,17.5,17.97,53,53,0.0,0.0
"17296",729,1,0,338.13,338.13,NULL,NULL,32,30,0.0,0.0
"17297",16,1,0,128.18,128.18,NULL,NULL,49,48,0.0,0.0
"17298",100,5,1,938.36,933.32,134.8,135.08,60,57,16.7,1.4
"17299",11,6,0,993.23,993.23,93.2,93.97,96,94,0.0,0.0
"17300",390,2,0,393.64,393.64,90.0,91.00,37,37,0.0,0.0
"17301",20,2,0,294.39,294.39,603.0,603.02,107,105,0.0,0.0
"17302",14,5,1,1135.63,1119.93,72.3,72.74,68,68,16.7,2.5
"17303",360,1,0,250.04,250.04,NULL,NULL,53,52,0.0,0.0
"17304",533,1,0,111.50,111.50,NULL,NULL,5,5,0.0,0.0
"17305",648,1,0,2135.46,2135.46,NULL,NULL,9,9,0.0,0.0
"17306",10,21,2,9782.35,9751.77,19.3,19.65,17,17,8.7,4.0
"17307",364,11,4,3999.89,3378.31,29.0,29.39,22,22,26.7,7.7
"17308",392,2,0,4511.76,4511.76,59.0,59.16,5,5,0.0,0.0
"17309",94,3,0,320.39,320.39,288.5,288.99,33,31,0.0,0.0
"17310",386,2,0,1025.10,1025.10,147.0,147.18,1,1,0.0,0.0
"17311",77,6,1,3566.56,3490.66,118.6,119.21,124,124,14.3,1.6
"17312",138,3,0,644.30,644.30,10.0,10.47,11,11,0.0,0.0
"17313",17,1,1,2328.84,2288.13,NULL,NULL,24,24,50.0,14.3
"17314",24,17,5,4904.43,4514.70,44.0,44.50,200,196,22.7,10.5
"17315",0,41,6,9559.50,9467.45,10.4,10.92,383,367,12.8,2.0
"17316",419,1,0,124.45,124.45,NULL,NULL,35,34,0.0,0.0
"17317",45,3,2,2600.34,2524.02,21.0,21.60,8,8,40.0,18.2
"17318",724,1,0,157.33,157.33,NULL,NULL,17,17,0.0,0.0
"17319",668,1,0,29.10,29.10,NULL,NULL,3,2,0.0,0.0
"17320",99,6,0,2444.85,2444.85,116.6,117.38,86,86,0.0,0.0
"17321",7,6,0,1665.21,1665.21,113.4,113.81,241,237,0.0,0.0
"17322",375,5,2,922.59,900.64,89.8,90.03,115,110,28.6,1.7
"17323",14,12,2,1547.64,1535.56,61.7,62.11,167,158,14.3,1.2
"17324",17,12,1,2171.07,2018.07,63.5,63.98,111,110,7.7,0.7
"17325",279,3,0,609.57,609.57,180.0,180.53,39,39,0.0,0.0
"17326",407,2,0,312.35,312.35,121.0,121.06,82,79,0.0,0.0
"17327",409,2,0,152.35,152.35,152.0,152.94,3,3,0.0,0.0
"17328",672,1,0,104.70,104.70,NULL,NULL,6,6,0.0,0.0
"17329",13,5,0,998.53,998.53,180.0,180.48,80,76,0.0,0.0
"17330",22,4,0,423.80,423.80,207.7,208.33,7,7,0.0,0.0
"17331",123,1,0,175.20,175.20,NULL,NULL,1,1,0.0,0.0
"17332",527,5,0,827.77,827.77,31.5,32.02,81,77,0.0,0.0
"17333",85,1,0,494.25,494.25,NULL,NULL,28,28,0.0,0.0
"17334",300,3,1,635.15,634.73,51.5,52.06,20,20,25.0,3.1
"17335",383,2,0,497.04,497.04,300.0,300.96,34,34,0.0,0.0
"17336",471,1,0,81.12,81.12,NULL,NULL,1,1,0.0,0.0
"17337",150,4,3,1979.61,1896.06,52.3,52.97,420,408,42.9,1.0
"17338",16,17,3,11880.54,11777.49,38.4,38.87,589,554,15.0,0.4
"17339",93,3,1,302.36,243.36,207.0,207.51,10,9,25.0,9.1
"17340",8,18,11,19617.95,19159.01,36.9,37.28,322,312,37.9,4.8
"17341",156,5,0,1272.21,1272.21,95.5,95.94,200,195,0.0,0.0
"17342",373,4,3,1227.54,1155.84,96.0,96.69,31,31,42.9,12.5
"17343",354,6,0,1259.94,1259.94,75.8,76.17,61,59,0.0,0.0
"17344",45,2,1,457.36,443.86,682.0,682.02,64,61,33.3,1.5
"17345",14,10,2,1586.63,1466.33,80.1,80.33,174,165,16.7,5.9
"17346",3,26,1,4991.41,4926.43,23.4,23.88,516,501,3.7,0.3
"17347",85,1,0,228.96,228.96,NULL,NULL,1,1,0.0,0.0
"17348",14,9,0,2430.99,2430.99,77.8,78.12,325,321,0.0,0.0
"17349",178,5,0,772.41,772.41,112.3,113.00,74,70,0.0,0.0
"17350",7,7,1,1893.70,1863.82,110.8,111.33,123,122,12.5,0.7
"17351",35,12,0,1964.38,1964.38,62.5,63.00,44,40,0.0,0.0
"17352",695,1,0,36.25,36.25,NULL,NULL,5,4,0.0,0.0
"17353",128,4,3,3242.00,3155.55,164.7,165.06,7,7,42.9,17.6
"17354",50,4,0,3133.96,3133.96,125.7,125.96,85,82,0.0,0.0
"17355",385,1,0,273.31,273.31,NULL,NULL,28,27,0.0,0.0
"17356",311,5,0,946.47,946.47,93.8,94.24,73,70,0.0,0.0
"17357",23,2,0,384.39,384.39,0.0,0.00,41,41,0.0,0.0
"17358",302,5,0,861.01,861.01,87.3,87.50,126,120,0.0,0.0
"17359",10,2,0,284.46,284.46,636.0,636.99,36,36,0.0,0.0
"17360",16,6,1,1200.51,1170.56,83.0,83.41,189,182,14.3,0.4
"17361",48,5,0,871.79,871.79,156.5,156.76,51,50,0.0,0.0
"17362",238,7,1,1024.04,1010.54,76.7,77.19,99,92,12.5,1.4
"17363",394,3,0,920.46,920.46,3.0,3.50,34,34,0.0,0.0
"17364",0,27,2,11614.45,11587.05,27.7,28.14,512,488,6.9,0.4
"17365",12,15,1,8179.45,8160.30,46.9,47.43,394,382,6.3,0.3
"17366",391,2,1,1077.24,1075.59,23.0,23.85,120,109,33.3,0.8
"17367",237,1,0,167.55,167.55,NULL,NULL,33,32,0.0,0.0
"17368",22,14,2,2758.29,2145.39,53.5,53.92,195,186,12.5,7.4
"17369",455,1,0,979.20,979.20,NULL,NULL,1,1,0.0,0.0
"17370",72,4,0,446.18,446.18,32.0,32.31,31,31,0.0,0.0
"17371",16,6,0,651.37,651.37,142.6,142.81,134,133,0.0,0.0
"17372",40,27,3,4316.46,4264.33,26.2,26.76,411,391,10.0,1.8
"17373",39,7,0,1167.50,1167.50,101.0,101.51,65,57,0.0,0.0
"17374",218,3,1,727.11,711.21,87.5,88.33,34,34,25.0,2.3
"17375",189,4,1,660.55,632.95,77.0,77.42,77,73,20.0,2.3
"17376",70,4,0,453.64,453.64,150.0,150.69,41,37,0.0,0.0
"17377",23,78,12,17639.23,17184.23,8.8,9.27,504,469,13.3,1.1
"17378",373,1,1,10.95,0.00,NULL,NULL,1,1,50.0,50.0
"17379",10,1,0,389.72,389.72,NULL,NULL,71,71,0.0,0.0
"17380",433,3,1,645.00,643.75,49.5,50.11,5,5,25.0,9.1
"17381",8,38,1,36398.65,36395.47,14.1,14.59,50,50,2.6,0.6
"17382",64,8,0,902.28,902.28,71.7,72.01,16,14,0.0,0.0
"17383",3,2,0,304.09,304.09,449.0,449.11,51,50,0.0,0.0
"17384",18,3,0,507.55,507.55,223.5,224.00,15,14,0.0,0.0
"17385",14,1,0,256.11,256.11,NULL,NULL,42,40,0.0,0.0
"17386",7,7,0,2812.77,2812.77,62.5,62.98,32,31,0.0,0.0
"17387",19,2,0,746.81,746.81,13.0,13.98,71,70,0.0,0.0
"17388",77,11,0,2675.37,2675.37,64.6,65.19,41,41,0.0,0.0
"17389",0,61,14,57215.33,54945.68,11.8,12.25,63,60,18.7,3.6
"17390",420,1,0,149.30,149.30,NULL,NULL,12,12,0.0,0.0
"17391",163,2,0,508.80,508.80,0.0,0.90,2,2,0.0,0.0
"17392",306,3,0,579.92,579.92,71.5,71.93,65,63,0.0,0.0
"17393",410,2,0,381.15,381.15,77.0,77.80,45,44,0.0,0.0
"17394",218,1,0,203.87,203.87,NULL,NULL,4,4,0.0,0.0
"17395",507,1,0,97.50,97.50,NULL,NULL,3,3,0.0,0.0
"17396",38,13,2,8391.60,8159.10,33.2,33.50,28,28,13.3,11.5
"17397",21,3,0,1198.28,1198.28,197.0,197.02,132,131,0.0,0.0
"17398",114,3,0,653.38,653.38,69.5,70.43,30,30,0.0,0.0
"17400",125,8,0,4623.28,4623.28,84.7,85.14,345,330,0.0,0.0
"17401",540,1,0,114.85,114.85,NULL,NULL,11,11,0.0,0.0
"17402",4,22,3,4600.56,4566.41,33.7,34.22,104,104,12.0,1.7
"17403",35,2,0,382.87,382.87,414.0,414.12,45,45,0.0,0.0
"17404",3,21,5,47638.12,45863.82,34.3,34.86,124,124,19.2,1.7
"17405",0,3,2,1031.41,967.22,74.0,74.56,77,77,40.0,12.8
"17406",329,13,5,4186.95,3874.00,32.8,33.34,155,153,27.8,4.0
"17407",411,1,0,552.90,552.90,NULL,NULL,23,23,0.0,0.0
"17408",162,3,1,316.09,164.89,174.5,175.48,7,7,25.0,11.1
"17409",184,10,0,7793.51,7793.51,60.1,60.44,50,46,0.0,0.0
"17410",15,5,0,1214.72,1214.72,49.3,49.75,57,57,0.0,0.0
"17411",11,5,4,1425.38,1316.53,180.5,181.02,69,69,44.4,9.6
"17412",2,16,3,4220.22,4187.68,48.5,48.99,161,159,15.8,2.6
"17413",404,2,0,560.14,560.14,165.0,165.06,10,10,0.0,0.0
"17414",43,6,0,2249.52,2249.52,138.0,138.56,6,6,0.0,0.0
"17415",79,1,0,507.84,507.84,NULL,NULL,14,14,0.0,0.0
"17416",29,22,3,17298.45,17221.47,32.9,33.14,324,309,12.0,0.5
"17417",548,1,0,164.18,164.18,NULL,NULL,16,15,0.0,0.0
"17418",41,3,0,670.06,670.06,172.0,172.49,40,40,0.0,0.0
"17419",10,18,2,6126.25,6100.65,39.1,39.53,203,201,10.0,0.7
"17420",49,6,2,953.58,943.68,69.8,70.21,43,43,25.0,3.8
"17421",385,3,0,1059.41,1059.41,174.0,174.53,46,46,0.0,0.0
"17422",15,11,9,3594.76,3341.65,51.4,51.81,149,142,45.0,12.0
"17423",44,3,2,1118.95,1084.17,173.0,173.52,39,39,40.0,4.4
"17425",18,2,0,759.17,759.17,41.0,41.16,42,42,0.0,0.0
"17426",3,13,4,8077.77,7606.37,54.2,54.35,248,246,23.5,3.0
"17427",71,1,0,100.80,100.80,NULL,NULL,2,2,0.0,0.0
"17428",0,45,6,31466.76,30885.06,16.5,16.77,422,411,11.8,2.6
"17429",120,5,2,1357.46,1342.16,74.8,75.26,80,77,28.6,4.0
"17430",32,4,0,622.57,622.57,148.3,148.97,30,30,0.0,0.0
"17431",312,1,0,403.30,403.30,NULL,NULL,41,41,0.0,0.0
"17432",17,9,0,1728.99,1728.99,89.4,89.74,213,212,0.0,0.0
"17433",87,2,0,569.96,569.96,297.0,297.03,81,78,0.0,0.0
"17434",1,7,2,2373.82,2333.42,13.3,13.83,100,99,22.2,2.9
"17435",410,1,0,331.35,331.35,NULL,NULL,15,15,0.0,0.0
"17436",1,5,2,534.06,521.31,182.3,182.75,8,8,28.6,19.0
"17437",529,1,0,369.68,369.68,NULL,NULL,52,49,0.0,0.0
