"customer_id","orders_used_in_calc","avg_days_between_orders"
"17245",1,484.0
"18042",1,488.0
"15374",1,495.0
"14459",1,496.0
"13739",1,509.0
"12953",1,512.0
"14241",1,512.0
"14793",1,513.0
"12784",1,513.0
"15432",1,518.0
"13583",1,523.0
"16737",1,524.0
"14598",1,525.0
"15720",1,525.0
"14581",1,527.0
"15216",1,531.0
"13974",1,532.0
"14474",1,533.0
"15025",1,535.0
"17805",1,536.0
"16763",1,539.0
"15597",1,540.0
"17514",1,541.0
"14039",1,542.0
"16454",1,547.0
"14537",1,565.0
"15603",1,569.0
"16847",1,574.0
"15524",1,582.0
"17660",1,595.0
"18174",1,596.0
"16641",1,596.0
"16666",1,601.0
"17301",1,603.0
"12638",1,606.0
"17958",1,611.0
"14171",1,632.0
"17359",1,636.0
"12531",1,671.0
"17344",1,682.0
"14799",1,686.0
"16127",1,687.0
"14954",1,690.0
"13091",1,701.0
"15115",1,714.0
