"customer_id","recency_days","frequency_completed","monetary_gross"
"15746",133,1,196.88
"15747",12,9,2499.81
"15748",39,3,609.81
"15749",234,3,44534.30
"15750",2,18,6452.99
"15751",460,11,1380.44
"15752",39,9,3924.91
"15753",304,1,79.20
"15754",50,9,3037.61
"15755",0,17,5993.12
"15756",60,4,528.01
"15757",65,6,2940.36
"15758",24,1,205.25
"15759",217,7,830.93
"15761",442,1,143.05
"15762",64,2,583.75
"15763",31,2,1086.92
"15764",80,8,4503.08
"15765",666,1,370.63
"15766",63,3,831.06
"15767",640,NULL,NULL
"15768",115,34,15308.89
"15769",6,46,88612.52
"15770",612,1,321.45
"15771",603,3,1006.54
"15772",417,1,280.88
"15773",5,2,774.52
"15774",68,6,1287.09
"15775",244,2,150.50
"15776",132,1,241.62
"15777",240,7,1762.61
"15778",430,1,307.95
"15779",462,2,124.08
"15780",183,3,475.28
"15781",24,3,345.46
"15782",9,4,4014.10
"15783",10,1,246.30
"15784",467,2,848.33
"15785",29,16,5969.93
"15786",43,5,8501.62
"15787",25,3,933.26
"15788",500,1,221.83
"15789",357,6,1962.01
"15790",9,1,218.75
"15791",43,5,3608.34
"15792",399,2,933.84
"15793",8,8,2399.57
"15794",735,2,777.00
"15795",149,8,1979.87
"15796",0,17,5170.63
"15797",112,5,2806.08
"15798",492,3,1535.37
"15799",75,4,1421.34
"15800",106,7,1227.07
"15801",45,3,1063.95
"15803",50,4,1929.66
"15804",0,13,4206.39
"15805",22,30,10148.93
"15806",45,3,784.58
"15807",49,5,1817.52
"15808",305,21,17180.25
"15809",35,7,1274.44
"15810",78,8,2999.04
"15811",16,7,3392.55
"15812",106,12,5201.47
"15813",207,2,1303.91
"15814",2,6,2634.44
"15815",63,5,2100.60
"15816",541,2,144.15
"15817",420,3,2766.40
"15818",587,1,340.50
"15819",48,10,3934.79
"15820",319,1,206.98
"15821",43,2,570.96
"15822",2,6,1840.06
"15823",336,2,3867.17
"15824",452,2,890.94
"15825",171,1,532.94
"15826",50,4,2598.28
"15827",72,28,3603.14
"15828",374,1,1108.82
"15829",98,2,636.14
"15830",28,1,576.00
"15831",57,3,794.64
"15832",253,1,836.79
"15833",737,1,80.40
"15834",69,7,3761.89
"15835",43,4,954.09
"15836",44,1,137.37
"15837",64,2,777.01
"15838",10,34,73205.50
"15839",24,3,1048.49
"15840",58,2,355.56
"15841",63,9,2742.41
"15842",387,2,548.80
"15843",303,1,118.95
"15844",45,1,130.74
"15845",17,11,4426.28
"15846",384,1,107.01
"15847",37,5,822.57
"15848",621,1,137.99
"15850",18,6,1006.75
"15851",526,1,109.73
"15852",186,3,257.26
"15853",51,1,110.80
"15854",3,21,5578.28
"15855",136,6,1052.72
"15856",3,52,32274.69
"15857",18,2,570.48
"15858",15,13,3552.41
"15859",431,1,438.46
"15860",40,17,2358.80
"15861",11,12,4360.90
"15862",7,13,2507.14
"15863",25,5,355.10
"15864",21,7,2180.76
"15865",40,5,2241.42
"15866",100,1,211.89
"15867",4,31,8869.87
"15868",582,1,94.53
"15869",276,3,321.11
"15870",32,4,857.46
"15871",436,1,33.10
"15872",14,4,729.25
"15873",492,4,313.92
"15874",62,21,11284.76
"15875",645,1,108.52
"15876",408,2,1449.14
"15877",1,2,490.33
"15878",561,2,330.77
"15879",403,4,1137.80
"15880",368,1,329.03
"15881",311,5,501.39
"15882",198,8,1122.38
"15883",1,2,396.48
"15884",431,2,244.60
"15885",92,13,1921.82
"15886",59,4,1052.87
"15887",406,3,1027.15
"15888",79,3,423.49
"15889",156,8,1407.05
"15890",394,5,535.65
"15891",226,1,509.13
"15892",668,1,128.20
"15893",481,1,305.28
"15894",252,2,257.60
"15895",149,1,179.17
"15897",193,2,208.59
"15898",0,25,4992.70
"15899",368,1,56.25
"15900",23,4,886.57
"15901",16,6,667.89
"15902",379,1,145.01
"15903",9,12,8939.84
"15904",7,1,164.68
"15905",542,1,114.69
"15906",19,10,2530.19
"15907",3,3,881.87
"15908",490,2,758.62
"15909",173,1,191.94
"15910",0,15,2661.17
"15911",623,8,1683.79
"15912",177,9,1074.70
"15913",533,1,6.30
"15914",377,2,205.99
"15915",401,1,364.24
"15916",15,13,3145.24
"15917",247,5,530.17
"15918",190,3,582.88
"15919",19,2,525.69
"15920",153,8,565.19
"15921",172,4,765.61
"15922",371,1,369.50
"15923",372,1,127.08
"15924",730,1,102.82
"15925",193,1,207.15
"15926",541,1,134.44
"15927",646,1,106.54
"15928",655,1,293.53
"15929",643,1,594.00
"15930",66,1,426.63
"15931",427,1,239.90
"15932",3,8,2495.87
"15933",20,3,1107.46
"15934",417,2,2190.66
"15935",238,1,108.04
"15936",378,2,282.79
"15937",63,1,145.35
"15938",111,9,734.81
"15939",89,15,9004.84
"15940",310,1,35.80
"15941",512,1,405.00
"15942",133,1,337.44
"15943",649,2,271.29
"15944",276,4,2164.24
"15945",364,4,646.27
"15946",502,3,2304.18
"15947",82,1,1708.24
"15948",7,3,1509.09
"15949",16,2,364.72
"15950",1,10,7120.91
"15951",0,3,1013.17
"15952",33,4,781.91
"15953",14,18,3440.34
"15954",588,1,187.80
"15955",23,22,8085.98
"15956",550,2,617.60
"15957",31,3,921.25
"15958",73,4,462.12
"15959",681,3,542.89
"15960",373,4,410.95
"15961",378,1,451.29
"15962",448,1,289.48
"15963",19,2,470.76
"15964",662,1,269.21
"15965",16,13,2771.94
"15966",443,1,426.53
"15967",22,12,2966.00
"15968",387,1,401.80
"15969",2,5,1127.05
"15970",303,2,1017.32
"15971",17,18,5897.88
"15972",455,5,1769.33
"15973",235,2,665.62
"15974",38,7,3442.15
"15975",83,1,371.01
"15976",164,6,1680.31
"15977",16,2,1054.73
"15978",76,3,3279.42
"15979",602,1,329.22
"15980",88,7,6543.68
"15981",24,21,9362.77
"15982",604,1,324.51
"15983",21,8,3110.37
"15984",2,30,8393.02
"15985",122,7,2715.28
"15986",29,2,354.42
"15987",11,8,1535.99
"15988",18,3,736.39
"15989",375,2,368.31
"15990",43,7,1997.75
"15991",533,1,150.55
"15992",3,3,896.60
"15993",8,7,2768.97
"15994",54,3,1175.68
"15995",413,1,694.54
"15996",87,7,1386.40
"15997",616,NULL,NULL
"15998",36,16,8274.14
"15999",735,1,20.40
"16000",2,3,12393.70
"16001",380,1,583.39
"16002",624,1,169.21
"16003",29,10,5613.83
"16004",474,5,2146.39
"16005",11,10,2365.07
"16006",210,2,332.82
"16007",47,7,3053.06
"16008",23,15,5339.13
"16009",21,4,972.11
"16010",245,11,1694.86
"16011",7,29,5599.31
"16012",34,5,2978.59
"16013",3,84,56078.44
"16014",35,5,1100.28
"16015",3,3,704.26
"16016",2,11,2083.40
"16017",46,5,1545.58
"16018",38,4,698.13
"16019",1,27,17329.16
"16020",16,3,851.01
"16021",394,2,487.03
"16022",259,1,602.63
"16023",45,3,719.81
"16024",11,3,478.71
"16025",29,1,439.66
"16026",42,1,236.09
"16027",91,15,2048.36
"16028",595,1,82.20
"16029",38,106,109620.87
"16030",309,1,331.24
"16031",91,2,547.90
"16032",455,6,1965.72
"16033",5,27,10608.81
"16034",195,6,911.32
"16035",559,1,217.73
"16036",86,4,2556.84
"16037",269,5,1509.34
"16038",7,3,471.78
"16039",423,2,456.40
"16040",64,7,2416.90
"16041",30,3,3166.40
"16042",21,8,2245.32
"16043",37,8,1856.59
"16044",434,1,340.84
"16045",119,8,3434.93
"16046",561,1,235.78
"16048",85,4,818.79
"16049",39,6,1852.15
"16050",173,3,300.70
"16051",681,1,188.44
"16052",53,1,362.06
"16053",32,6,3634.84
"16054",144,4,2111.88
"16055",220,1,134.80
"16056",44,1,650.75
"16057",3,10,3854.85
"16058",405,1,62.70
"16059",65,12,3053.57
"16060",400,3,541.95
"16061",268,1,89.65
"16062",9,8,2863.45
"16063",259,1,335.32
"16064",724,1,109.31
"16065",364,8,1992.13
"16066",16,5,1521.04
"16067",562,3,3269.11
"16068",593,1,115.73
"16069",417,1,457.70
"16070",21,2,852.15
"16071",44,4,1076.80
"16072",287,4,4180.09
"16073",291,1,122.40
"16074",389,1,252.50
"16075",502,2,736.93
"16076",2,10,2234.73
"16077",573,1,2300.40
"16078",283,2,362.99
"16079",16,3,1352.00
"16080",81,4,602.56
"16081",55,8,4278.96
"16082",669,1,106.75
"16083",100,4,2351.42
"16084",298,1,436.18
"16085",22,12,2324.71
"16086",58,10,2687.73
"16087",388,5,1739.92
"16088",575,2,1437.43
"16089",385,2,263.49
"16090",623,1,180.56
"16091",154,2,315.06
"16092",98,6,1587.94
"16093",106,1,17.00
"16094",11,11,3695.56
"16095",455,1,447.05
"16096",263,4,1584.97
"16097",239,1,185.05
"16098",87,14,4010.70
"16099",49,7,1573.20
"16100",462,1,582.64
"16101",8,4,3229.16
"16102",41,3,1842.14
"16103",6,22,6191.71
"16104",61,9,2774.46
"16105",248,5,2386.19
"16106",65,1,108.38
"16107",17,7,3204.16
"16108",84,4,2235.92
"16109",218,3,939.48
"16110",44,4,1781.59
"16111",427,1,549.33
"16112",142,4,195.74
"16113",182,1,161.38
"16114",170,1,135.75
"16115",9,12,2553.80
"16116",205,1,612.78
"16117",189,3,654.40
"16118",392,1,4376.25
"16119",7,8,1720.81
"16120",58,6,2967.51
"16121",56,5,1450.04
"16122",72,6,895.62
"16123",51,1,307.78
"16124",315,4,1772.49
"16125",366,14,4292.35
"16126",28,15,14644.60
"16127",38,2,801.31
"16128",17,11,3801.05
"16129",406,3,1396.05
"16130",421,4,987.48
"16131",51,12,9957.42
"16132",543,2,664.20
"16133",3,56,22992.26
"16134",21,5,2145.34
"16135",262,2,819.45
"16136",59,4,946.80
"16137",679,1,422.70
"16138",367,3,910.35
"16139",18,5,1111.15
"16140",52,3,1433.46
"16141",87,2,955.94
"16142",249,1,535.34
"16143",2,12,4555.08
"16144",246,1,175.20
"16145",8,19,6805.44
"16146",156,4,946.38
"16147",133,5,2398.91
"16148",295,2,386.62
"16149",4,3,422.22
"16150",38,10,4002.17
"16152",268,1,1829.04
"16153",49,11,5133.49
"16155",381,5,796.90
"16156",8,20,6188.18
"16157",15,3,656.69
"16158",521,9,628.32
"16159",281,4,1232.79
"16160",63,2,1025.44
"16161",1,43,12580.06
"16162",251,1,37.40
"16163",224,6,2407.98
"16164",16,3,822.48
"16165",504,1,79.90
"16166",427,2,435.83
"16167",413,5,1386.12
"16168",10,66,10360.67
"16169",7,4,1822.97
"16170",50,20,6869.00
"16171",58,1,73.20
"16172",94,8,1884.55
"16173",15,6,1418.32
"16174",125,7,2246.75
"16175",93,7,1836.44
"16176",420,4,2052.69
"16177",49,8,2247.31
"16178",137,2,612.60
"16179",60,1,215.83
"16180",99,13,16249.87
"16181",72,1,305.54
"16182",71,9,9971.65
"16183",66,4,1077.81
"16184",63,6,1158.79
"16185",16,3,644.72
"16186",22,26,8718.43
"16187",31,15,6911.44
"16188",44,5,1087.66
"16189",15,2,215.48
"16190",39,8,2723.55
"16191",2,24,15677.82
"16192",735,1,351.30
"16193",236,2,630.43
"16194",374,1,308.60
"16195",722,1,323.25
"16196",488,1,93.30
"16197",468,9,2016.71
"16198",74,2,1030.04
"16199",391,7,942.75
"16200",3,12,5608.10
"16201",2,5,2112.12
"16202",360,9,2501.99
"16203",58,6,943.84
"16204",22,3,918.71
"16205",30,7,1813.51
"16206",54,13,2577.12
"16207",24,1,394.38
"16208",44,10,3440.45
"16209",88,9,4146.78
"16210",1,33,33730.97
"16211",80,3,1090.59
"16212",18,4,1293.71
"16213",78,1,159.00
"16214",170,4,2038.25
"16215",80,1,242.35
"16216",266,1,914.93
"16217",234,2,304.25
"16218",29,13,3968.67
"16219",500,1,40.80
"16220",727,NULL,NULL
"16221",36,9,2018.47
"16222",317,2,1272.05
"16223",374,2,1087.05
"16224",56,5,1616.54
"16225",44,15,2859.31
"16226",202,5,672.17
"16227",218,3,1027.22
"16228",373,3,885.71
"16229",86,6,2867.86
"16230",189,2,542.03
"16231",378,4,1074.47
"16232",32,7,2712.97
"16233",70,9,1818.31
"16234",473,3,333.18
"16235",40,8,2043.71
"16236",77,1,432.20
"16237",436,1,136.65
"16238",422,1,63.66
"16239",56,6,1492.20
"16240",7,2,3718.80
"16241",9,16,3989.81
"16242",7,14,7404.65
"16243",33,2,409.10
"16244",211,2,1522.75
"16245",23,3,1413.66
"16246",459,2,821.35
"16247",169,1,114.56
"16248",61,1,152.94
"16249",52,5,1800.07
"16250",260,3,565.24
"16251",511,1,128.31
"16252",365,1,295.09
"16253",66,7,7222.20
"16254",377,3,967.44
"16255",16,15,4530.00
"16256",257,3,1579.37
"16257",176,1,21.95
"16258",44,15,11942.52
"16259",409,3,340.94
"16260",50,1,1035.45
"16261",16,6,1041.16
"16262",360,1,755.15
"16263",422,1,348.16
"16264",437,2,823.53
"16265",8,12,6685.17
"16266",73,14,1757.95
"16267",590,1,186.66
"16268",70,2,617.65
"16269",427,1,717.57
"16270",352,1,1141.24
"16271",15,8,3367.82
"16272",116,1,411.70
"16273",647,2,318.34
"16274",372,1,331.55
"16275",196,3,2151.11
"16276",176,3,2629.39
"16277",733,1,188.69
"16278",22,3,1117.84
"16279",20,9,5698.28
"16280",724,1,238.05
"16281",71,3,3424.02
"16282",339,3,1307.58
"16283",5,8,4348.62
"16284",30,3,1018.48
"16285",645,1,176.90
"16286",476,2,328.95
"16287",169,5,1006.98
"16288",469,1,129.85
"16289",461,1,136.31
"16290",464,4,1957.70
"16292",116,5,1253.76
"16293",8,15,4279.20
"16294",476,1,126.05
"16295",9,4,1328.55
"16296",625,4,1313.67
"16297",249,1,301.90
"16298",22,7,1085.70
"16299",472,1,193.65
"16300",429,3,1367.32
"16301",736,1,107.33
"16302",107,1,233.22
"16303",25,7,7928.27
"16304",694,1,381.66
"16305",138,1,361.22
"16306",213,7,1124.72
"16307",428,3,1194.92
"16308",37,7,5120.00
"16309",91,2,706.57
"16310",413,2,460.08
"16311",17,2,616.26
"16312",431,1,171.15
"16313",2,2,274.15
"16314",389,3,1491.40
"16315",330,2,402.71
"16316",63,13,5744.91
"16317",119,5,2192.51
"16318",34,1,328.15
"16319",217,1,404.40
"16320",171,6,5628.99
"16321",71,7,604.55
"16322",0,2,326.75
"16323",195,2,353.66
"16324",127,3,408.59
"16325",43,12,3597.50
"16326",5,24,4626.25
"16327",13,16,10129.04
"16328",562,1,310.83
"16329",427,4,1664.92
"16330",17,7,625.38
"16331",431,6,2037.70
"16332",27,11,1997.49
"16333",7,22,26626.80
"16334",491,1,263.73
"16335",551,7,2753.52
"16336",420,4,3517.69
"16337",36,1,151.05
"16338",156,1,214.80
"16339",283,1,94.05
"16340",106,3,1496.24
"16341",24,7,3850.79
"16342",74,4,322.41
"16343",15,3,614.12
"16344",157,4,842.42
"16345",43,2,1178.79
"16346",384,1,224.51
"16347",10,11,3442.96
"16348",31,8,1742.08
"16349",290,1,53.50
"16350",20,9,2253.89
"16351",332,13,3330.03
"16352",17,2,494.44
"16353",3,38,9795.46
"16354",62,5,1119.46
"16355",373,1,416.35
"16356",197,6,415.87
"16357",32,4,868.37
"16358",0,5,2919.65
"16359",6,16,2697.75
"16360",4,6,3450.41
"16361",9,4,891.21
"16362",31,6,922.16
"16363",52,1,109.36
"16364",11,2,705.79
"16365",17,15,3167.34
"16366",18,4,1548.13
"16367",36,3,1350.48
"16368",1,3,621.44
"16369",17,7,2654.48
"16370",81,4,1301.91
"16371",448,1,157.20
"16372",32,5,1290.31
"16373",381,2,309.49
"16374",65,5,1709.55
"16375",469,2,104.00
"16376",8,2,974.96
"16377",266,2,1308.48
"16378",246,3,362.95
"16379",3,4,2157.40
"16380",60,1,1743.15
"16381",395,2,247.85
"16382",407,2,353.10
"16383",74,7,2887.99
"16384",89,4,1358.95
"16385",59,5,881.35
"16386",28,3,1068.16
"16387",322,5,882.46
"16388",653,1,186.05
"16389",52,4,1382.07
"16390",536,3,467.50
"16391",400,4,1048.86
"16392",269,3,755.45
"16393",1,23,5297.77
"16394",49,5,1555.34
"16395",60,14,3517.56
"16396",472,1,137.80
"16397",627,1,123.13
"16398",144,2,1705.80
"16399",18,3,628.42
"16400",94,9,3059.85
"16401",0,23,6847.45
"16402",264,2,293.45
"16403",301,1,177.50
"16404",69,1,443.05
"16405",301,2,167.25
"16406",18,3,528.36
"16407",12,14,2761.65
"16408",590,1,231.93
"16409",35,12,5652.74
"16410",733,1,130.32
"16411",18,4,756.39
"16412",53,5,593.19
"16413",56,2,522.03
"16414",21,5,551.21
"16415",43,3,696.76
"16416",26,9,2957.88
"16417",492,1,35.70
"16418",44,5,1028.74
"16419",112,8,1463.70
"16420",395,1,75.00
"16421",375,3,526.27
"16422",16,107,61656.42
"16423",24,1,346.12
"16424",190,2,443.06
"16425",301,1,302.70
"16426",1,10,1863.76
"16427",262,2,241.06
"16428",80,3,638.49
"16429",105,1,284.55
"16430",56,6,1102.94
"16431",212,3,623.28
"16432",63,1,287.40
"16433",27,2,384.52
"16434",28,12,2673.69
"16435",511,3,1003.07
"16436",667,3,319.14
"16437",380,2,301.25
"16438",5,5,798.35
"16439",721,1,310.70
"16440",7,6,3856.97
"16441",66,5,1013.18
"16442",1,5,891.98
"16443",520,1,162.24
"16444",45,17,3625.88
"16445",33,4,583.16
"16446",205,1,2.90
"16447",135,3,727.10
"16448",197,2,361.12
"16449",190,2,707.69
"16450",149,3,1505.73
"16451",87,3,1013.15
"16452",630,2,332.17
"16453",530,2,251.71
"16454",63,2,7.45
"16455",63,11,3995.57
"16456",98,13,6000.94
"16457",217,1,208.36
"16458",2,30,5690.89
"16459",729,1,71.79
"16460",27,3,811.23
"16461",177,3,1539.83
"16462",63,3,136.00
"16463",20,4,1422.40
"16464",19,3,1298.66
"16465",413,2,746.24
"16466",33,15,3767.09
"16467",508,7,2869.16
"16468",73,3,787.52
"16469",23,5,803.90
"16470",51,11,2416.85
"16471",274,4,1189.98
"16472",433,2,789.60
"16473",164,4,470.83
"16474",6,7,1810.49
"16475",87,4,544.30
"16476",416,1,350.35
"16477",63,11,4094.37
"16478",24,3,331.00
"16479",9,2,300.83
"16480",75,1,769.29
"16481",659,1,453.38
"16482",15,1,220.62
"16483",191,1,139.35
"16484",173,2,404.30
"16485",76,5,2287.19
"16486",537,1,134.36
"16487",576,2,209.40
"16488",32,3,498.80
"16489",379,2,303.70
"16490",429,1,205.41
"16491",46,2,1533.16
"16492",540,1,385.56
"16493",72,7,2132.09
"16494",296,1,826.53
"16495",2,3,648.26
"16496",8,6,2330.77
"16497",49,23,6695.28
"16498",160,2,100.97
"16499",359,8,2578.34
"16500",4,9,843.91
"16501",382,1,1191.23
"16502",619,2,258.55
"16503",106,11,3614.34
"16504",24,1,465.88
"16505",31,1,777.60
"16506",19,2,90.30
"16507",571,1,142.71
"16508",629,1,240.95
"16509",296,1,363.70
"16510",371,6,1757.25
"16511",21,6,1758.49
"16512",727,NULL,NULL
"16513",4,4,874.59
"16515",51,10,3179.06
"16516",29,1,101.70
"16517",276,1,162.70
"16518",60,4,959.37
"16519",24,4,436.96
"16520",185,6,2148.38
"16521",414,3,1136.36
"16522",435,2,433.36
"16523",1,28,11916.33
"16524",445,2,306.19
"16525",1,48,24151.30
"16526",171,2,717.21
"16527",80,2,1232.94
"16528",3,1,244.41
"16529",189,4,1986.80
"16530",667,1,48.35
"16531",21,11,2298.33
"16532",17,5,8756.64
"16533",18,3,1082.81
"16534",641,1,635.90
"16535",4,2,952.04
"16536",106,1,548.12
"16537",640,1,10.55
"16538",540,3,395.07
"16539",2,10,3289.66
"16540",413,1,205.75
"16541",734,1,424.03
"16542",53,2,257.32
"16543",582,1,292.21
"16544",519,4,376.70
"16545",164,2,689.82
"16546",290,5,5307.07
"16547",545,1,104.26
"16548",598,1,30.15
"16549",9,34,12781.80
"16550",108,18,8807.68
"16551",95,7,2237.12
"16552",242,2,379.73
"16553",162,33,16584.01
"16554",2,8,2841.72
"16555",34,6,1915.68
"16556",66,17,8012.58
"16557",23,2,281.85
"16558",0,38,13304.11
"16559",396,1,175.00
"16560",20,8,3048.38
"16561",5,2,511.12
"16562",476,1,223.86
"16563",53,6,4412.56
"16564",568,1,87.80
"16565",363,4,773.05
"16566",14,5,614.66
"16567",193,2,865.60
"16568",427,2,1020.90
"16569",2,5,1455.23
"16570",8,20,7434.31
"16571",2,10,4248.74
"16572",126,3,1009.60
"16573",73,2,663.61
"16574",70,3,1301.78
"16576",409,2,540.87
"16577",666,1,380.00
"16578",625,1,156.60
"16579",364,1,295.05
"16580",728,NULL,NULL
"16581",154,1,105.84
"16582",112,1,313.62
"16583",373,2,297.95
"16584",79,5,3156.17
"16585",593,2,341.59
"16586",248,3,1462.78
"16587",231,1,225.15
"16588",385,4,1361.28
"16589",70,4,612.36
"16590",380,2,605.90
"16591",68,1,213.50
"16592",3,28,7807.91
"16593",50,8,1071.14
"16594",74,1,181.09
"16595",60,5,1757.75
"16596",15,4,458.98
"16597",3,1,90.04
"16598",276,1,145.05
"16599",385,1,172.80
"16600",3,13,2153.41
"16601",40,3,675.83
"16602",30,2,763.33
"16603",74,2,482.47
"16604",547,2,432.45
"16605",723,1,60.48
"16606",403,2,357.66
"16607",17,25,5706.87
"16608",453,2,1286.62
"16609",14,7,5493.46
"16610",218,1,75.66
"16611",185,6,1785.13
"16612",32,9,3245.43
"16613",69,1,618.59
"16614",182,3,1179.79
"16615",568,1,291.50
"16616",14,2,500.42
"16617",235,1,151.85
"16618",30,5,2647.59
"16619",253,4,1938.33
"16620",3,6,1758.93
"16621",51,4,813.48
"16622",541,1,225.40
"16623",245,4,1015.24
"16624",80,2,810.57
"16625",274,5,1654.03
"16626",0,17,4413.10
"16627",78,1,322.80
"16628",29,7,2318.10
"16629",73,2,408.63
"16630",406,1,106.80
"16631",481,7,1892.52
"16632",485,2,406.40
"16633",16,6,2883.10
"16634",222,6,1649.81
"16635",406,1,473.00
"16636",437,4,3802.04
"16637",31,4,1154.47
"16638",22,15,2380.13
"16639",24,4,1747.98
"16640",397,1,179.40
"16641",105,2,554.50
"16642",4,3,1077.45
"16643",245,2,923.11
"16644",177,2,833.78
"16645",735,1,160.39
"16646",443,1,678.80
"16647",169,4,541.90
"16648",38,3,672.80
"16649",519,1,306.58
"16650",71,7,1916.11
"16651",586,1,136.20
"16652",53,16,17550.39
"16653",15,2,1212.66
"16654",140,8,1484.07
"16655",17,13,6423.26
"16656",21,30,16833.17
"16657",9,4,874.43
"16658",367,5,680.83
"16659",188,1,39.12
"16660",15,7,1879.55
"16661",539,4,932.76
"16662",393,1,151.05
"16663",728,1,165.00
"16664",568,1,109.20
"16665",361,1,135.40
"16666",18,2,217.71
"16667",67,2,567.18
"16668",14,13,862.42
"16669",23,2,1344.48
"16670",16,20,8030.15
"16671",27,3,1692.27
"16672",1,20,8134.94
"16673",678,1,171.13
"16674",54,2,304.24
"16675",441,2,608.86
"16676",33,6,2361.90
"16677",392,2,880.62
"16678",2,12,3109.99
"16679",365,3,663.31
"16680",42,3,821.45
"16681",72,7,1921.84
"16682",4,5,1028.00
"16683",528,1,320.25
"16684",3,55,147142.77
"16685",60,2,324.24
"16686",46,16,4881.07
"16687",390,1,157.63
"16688",0,4,1260.86
"16689",75,2,422.60
"16690",43,4,353.03
"16691",417,2,178.83
"16692",255,4,1764.70
"16693",68,5,1179.48
"16694",722,1,98.30
"16695",561,2,191.90
"16696",134,4,657.90
"16697",240,1,112.75
"16698",226,2,1998.00
"16699",379,7,994.60
"16700",8,25,8830.77
"16701",8,26,9916.73
"16702",414,4,1109.53
"16704",617,2,664.16
"16705",0,42,43515.05
"16706",36,3,531.35
"16707",399,4,533.41
"16708",45,1,656.63
"16709",84,14,9056.01
"16710",18,22,5921.35
"16711",2,9,2868.48
"16712",8,13,4225.22
"16713",18,32,14115.56
"16714",316,3,1482.33
"16715",77,2,625.52
"16716",266,3,2149.68
"16717",8,14,6663.68
"16718",368,5,3006.08
"16719",14,14,3508.62
"16720",25,3,566.74
"16721",261,1,292.47
"16722",16,22,8189.56
"16723",90,4,1231.36
"16724",404,1,147.35
"16725",301,13,1686.81
"16726",25,7,2063.88
"16727",363,4,1377.77
"16728",45,4,1048.28
"16729",35,21,7202.01
"16730",51,3,743.11
"16731",647,1,170.30
"16732",31,4,4387.64
"16733",529,1,259.68
"16734",51,3,646.76
"16735",78,14,6217.41
"16736",505,5,2956.56
"16737",52,2,835.20
"16738",297,1,3.75
"16739",171,2,786.43
"16740",394,1,226.91
"16741",624,1,173.06
"16742",46,13,2334.97
"16743",28,14,4212.15
"16744",10,7,1291.91
"16745",86,17,7180.70
"16746",4,42,18045.05
"16747",24,2,836.06
"16748",17,14,3637.33
"16749",590,2,4157.88
"16750",44,5,623.93
"16751",30,1,1764.72
"16752",372,1,207.50
"16753",57,1,223.92
"16754",371,29,65500.07
"16755",113,7,2864.68
"16756",214,7,1312.37
"16757",318,2,270.48
"16758",64,1,369.34
"16759",7,3,789.79
"16760",429,1,228.00
"16761",96,1,316.62
"16762",19,3,1207.24
"16763",184,2,964.70
"16764",3,13,2790.95
"16765",293,2,454.75
"16766",272,2,1145.60
"16767",30,15,8052.41
"16768",47,9,1698.57
"16769",259,4,1117.05
"16770",57,9,1778.93
"16771",32,10,3921.10
"16772",416,3,3698.05
"16773",56,3,421.24
"16774",67,8,1567.48
"16775",9,16,2820.84
"16776",59,2,592.51
"16777",79,5,1292.18
"16778",73,2,245.94
"16779",1,53,32809.03
"16780",99,3,596.40
"16781",364,2,623.00
"16782",9,38,9636.12
"16783",436,1,391.95
"16784",19,5,892.33
"16785",409,1,533.78
"16786",393,1,51.84
"16787",397,4,1017.53
"16788",122,5,1927.28
"16789",7,1,80.80
"16790",3,6,1545.62
"16791",28,15,3944.88
"16792",281,5,623.46
"16793",56,1,243.84
"16794",0,15,2050.68
"16795",364,3,2062.41
"16796",88,1,305.62
"16797",392,5,1802.02
"16798",553,3,841.16
"16799",431,2,452.78
"16800",10,1,1162.65
"16801",162,4,1594.23
"16802",678,2,582.61
"16803",64,1,332.30
"16804",22,3,536.99
"16805",173,4,1076.34
"16806",102,4,736.21
"16807",142,6,2123.88
"16808",98,2,288.42
"16809",22,9,1727.43
"16810",191,2,842.04
"16811",4,2,547.07
"16812",360,4,2392.00
"16813",7,10,1652.18
"16814",13,36,11914.95
"16815",453,2,406.02
"16816",102,4,417.06
"16817",2,13,2560.70
"16818",10,11,3349.57
"16819",464,2,182.59
"16820",95,1,497.61
"16821",381,1,113.35
"16822",663,1,181.39
"16823",226,7,2243.09
"16824",15,3,686.24
"16825",38,5,1826.89
"16826",50,1,341.70
"16827",392,5,387.18
"16828",111,1,113.50
"16829",156,2,513.32
"16830",38,4,1207.50
"16831",564,1,91.80
"16832",183,5,417.61
"16833",0,6,2409.04
"16834",227,2,898.96
"16835",127,6,1456.66
"16836",39,4,782.37
"16837",30,11,3170.98
"16838",196,4,1159.61
"16839",8,44,21758.25
"16840",602,2,139.85
"16841",36,12,4006.06
"16842",63,3,1264.19
"16843",42,35,19571.43
"16844",562,2,614.34
"16845",617,1,253.88
"16846",49,3,842.41
"16847",42,2,614.89
"16848",52,4,1411.62
"16849",186,1,124.57
"16850",333,1,332.41
"16851",3,3,342.45
"16852",9,2,144.91
"16853",730,NULL,NULL
"16854",416,2,1408.96
"16855",23,2,328.40
"16856",14,3,358.49
"16857",442,1,352.80
"16858",365,10,4292.59
"16859",105,7,1932.41
"16860",452,3,1610.62
"16861",59,5,946.59
"16862",546,4,662.33
"16863",28,3,834.27
"16864",433,2,409.25
"16865",401,1,130.95
"16866",140,3,207.74
"16867",689,1,76.74
"16868",393,3,384.56
"16869",22,4,817.12
"16870",468,1,450.16
"16871",21,6,2812.34
"16872",76,6,1213.13
"16873",4,12,14617.39
"16874",378,1,209.89
"16875",63,11,4234.53
"16876",403,1,136.01
