"stock_code","frequency_completed","frequency_all","cancellation_count"
"85032B",152,152,0
"85032C",161,162,1
"85032D",134,135,1
"85033G",32,34,2
"85033S",49,50,1
"85034A",139,144,5
"85034B",153,153,0
"85034C",197,203,6
"85035A",181,188,7
"85035B",137,137,0
"85035C",199,200,1
"85036A",166,168,2
"85036B",90,91,1
"85036C",129,132,3
"85038",382,382,0
"85039A",295,297,2
"85039B",267,268,1
"85039C",114,116,2
"85040A",434,451,17
"85040B",255,263,8
"85041",92,95,3
"85042",293,354,61
"85043",1,4,3
"85044",40,45,5
"85045",83,87,4
"85047",236,279,43
"85048",517,567,50
"85049A",718,724,6
"85049B",342,342,0
"85049C",501,504,3
"85049D",402,402,0
"85049E",891,895,4
"85049F",314,316,2
"85049G",562,567,5
"85049H",334,334,0
"85050",1,1,0
"85053",378,395,17
"85054",204,209,5
"85055",107,107,0
"85059",211,215,4
"85060",89,93,4
"85061W",469,473,4
"85062",342,347,5
"85063",181,219,38
"85064",280,283,3
"85065",257,267,10
"85066",931,987,56
"85067",175,186,11
"85068",197,201,4
"85069",1,3,2
"85070",4,5,1
"85071A",147,149,2
"85071B",165,166,1
"85071C",141,141,0
"85071D",112,112,0
"85072",1,1,0
"85077",1,1,0
"85078",162,163,1
"85079",8,8,0
"85080",23,23,0
"85081",22,22,0
"85083",2,3,1
"85084",85,85,0
"85086A",152,152,0
"85087",146,148,2
"85088",78,80,2
"85089",29,29,0
"85090",53,56,3
"85091",20,21,1
"85092",24,25,1
"85093",152,153,1
"85094",108,109,1
"85095",49,49,0
"85096",67,68,1
"85097B",40,45,5
"85098B",114,120,6
"85099B",4018,4101,83
"85099C",1878,1904,26
"85099F",1858,1884,26
"85103",88,93,5
"85104",57,59,2
"85106",59,59,0
"85107",71,71,0
"85109",20,21,1
"85110",23,25,2
"85111",77,78,1
"85112",35,35,0
"85113",48,48,0
"85114A",120,120,0
"85114B",242,243,1
"85114C",203,203,0
"85115B",2,2,0
"85116",181,183,2
"85117",61,61,0
"85118",81,92,11
"85119",39,41,2
"85121B",48,54,6
"85121C",53,54,1
"85123A",5471,5605,134
"85123B",1,1,0
"85124A",105,108,3
"85124B",104,105,1
"85124C",123,125,2
"85125",62,63,1
"85126",34,38,4
"85127",81,82,1
"85128",4,4,0
"85129A",75,76,1
"85129B",56,56,0
"85129C",65,65,0
"85129D",168,169,1
"85130A",86,86,0
"85130B",83,83,0
"85130C",68,68,0
"85130D",107,107,0
"85131A",199,203,4
"85131B",216,216,0
"85131C",72,72,0
"85131D",267,267,0
"85132A",261,266,5
"85132B",133,134,1
"85132C",307,313,6
"85135A",63,67,4
"85135B",115,117,2
"85135C",112,114,2
"85136A",107,108,1
"85136B",47,48,1
"85136C",123,126,3
"85141",71,76,5
"85142",35,36,1
"85144",70,72,2
"85145",30,31,1
"85146",29,29,0
"85147",16,17,1
"85150",1110,1122,12
"85151",8,8,0
"85152",1460,1468,8
"85157",1,1,0
"85159A",82,90,8
"85159B",89,103,14
"85160A",35,36,1
"85160B",37,41,4
"85161",34,36,2
"85162A",20,24,4
"85162B",13,13,0
"85162C",46,46,0
"85163A",57,57,0
"85163B",66,67,1
"85164B",66,67,1
"85165",59,59,0
"85166A",12,13,1
"85166B",38,38,0
"85167A",14,15,1
"85167B",60,60,0
"85168A",15,15,0
"85168B",52,52,0
"85169A",151,152,1
"85169B",93,93,0
"85169C",71,72,1
"85169D",88,89,1
"85170A",84,87,3
"85170B",58,62,4
"85170C",107,108,1
"85170D",151,155,4
"85171",1,1,0
"85172",153,159,6
"85173",150,151,1
"85174",357,367,10
"85175",446,458,12
"85176",306,310,4
"85177",143,144,1
"85178",313,319,6
"85179A",72,73,1
"85179B",45,45,0
"85179C",40,40,0
"85180A",99,102,3
"85180B",67,67,0
"85183A",141,145,4
"85183B",171,174,3
"85184B",7,8,1
"85184C",351,351,0
"85184D",67,69,2
"85185B",183,184,1
"85185C",27,27,0
"85185D",67,67,0
"85185E",2,3,1
"85185F",19,19,0
"85186A",159,160,1
"85186B",2,2,0
"85186C",152,154,2
"85187",109,109,0
"85188A",105,107,2
"85188B",74,75,1
"85189",68,71,3
"85190",17,18,1
"85192S",2,2,0
"85194L",147,152,5
"85194S",131,134,3
"85195",17,18,1
"85196",71,72,1
"85197",74,74,0
"85198",51,51,0
"85199L",272,276,4
"85199S",486,487,1
"85200",105,106,1
"85202",208,209,1
"85203",224,224,0
"85204",155,156,1
"85205A",21,21,0
"85205B",61,61,0
"85206A",318,322,4
"85206B",183,186,3
"85208",87,87,0
"85211",75,78,3
"85212",121,121,0
"85213",80,81,1
"85214",169,169,0
"85215",68,68,0
"85216",188,192,4
"85217",165,169,4
"85218",3,4,1
"85220",5,7,2
"85221",47,51,4
"85222",50,52,2
"85224",61,61,0
"85225",11,11,0
"85226A",144,150,6
"85226C",83,83,0
"85227",442,445,3
"85230A",48,48,0
"85230B",68,68,0
"85230C",1,1,0
"85230D",1,1,0
"85230E",67,67,0
"85230F",62,62,0
"85230G",46,47,1
"85231B",388,389,1
"85231E",107,108,1
"85231G",260,262,2
"85231L",116,116,0
"85232A",140,155,15
"85232B",562,591,29
"85232C",1,1,0
"85232D",225,232,7
"90000A",21,21,0
"90000B",21,22,1
"90000C",2,2,0
"90000D",34,34,0
"90001A",10,10,0
"90001B",10,11,1
"90001C",10,10,0
"90001D",11,11,0
"90002A",14,14,0
"90002B",11,11,0
"90002C",19,20,1
"90002D",34,35,1
"90002E",11,13,2
"90003B",25,27,2
"90003C",35,37,2
"90003D",32,34,2
"90003E",22,23,1
"90004A",1,1,0
"90005A",57,57,0
"90010A",30,31,1
"90010B",34,35,1
"90010E",35,36,1
"90011A",15,15,0
"90011B",15,15,0
"90011C",7,7,0
"90011D",5,5,0
"90011E",8,8,0
"90012A",8,8,0
"90012B",6,6,0
"90013A",77,78,1
"90013B",79,79,0
"90013C",56,57,1
"90013D",17,17,0
"90013E",2,2,0
"90014A",40,40,0
"90014B",28,28,0
"90014C",20,20,0
"90016A",16,16,0
"90016B",30,30,0
"90016C",14,14,0
"90018A",56,57,1
"90018B",31,31,0
"90018C",20,21,1
"90019A",51,51,0
"90019B",28,28,0
"90019C",34,34,0
"90020",4,4,0
"90021",4,4,0
"90022",32,34,2
"90023",21,21,0
"90024A",4,4,0
"90024B",22,23,1
"90024C",10,10,0
"90024D",13,13,0
"90024E",11,11,0
"90024F",6,6,0
"90025A",2,2,0
"90025B",3,3,0
"90025C",6,6,0
"90025D",5,5,0
"90025E",7,7,0
"90025F",8,8,0
"90026A",9,9,0
"90026B",7,7,0
"90026C",6,6,0
"90026D",8,8,0
"90027A",6,6,0
"90027B",10,10,0
"90027C",12,12,0
"90027D",16,16,0
"90028",24,24,0
"90029",12,13,1
"90030A",10,10,0
"90030B",36,36,0
"90030C",16,16,0
"90031",9,9,0
"90032",24,24,0
"90033",18,18,0
"90034",5,5,0
"90035A",16,16,0
"90035B",4,4,0
"90035C",5,5,0
"90036A",20,20,0
"90036B",10,10,0
"90036C",15,15,0
"90036D",16,16,0
"90036E",28,28,0
"90036F",15,15,0
"90037A",12,12,0
"90037B",10,10,0
"90037C",13,13,0
"90037D",8,8,0
"90038A",22,22,0
"90038B",13,13,0
"90038C",9,9,0
"90039A",5,5,0
"90039B",11,11,0
"90039C",12,12,0
"90039D",24,24,0
"90040A",34,35,1
"90040B",36,36,0
"90040C",21,22,1
"90040D",25,25,0
"90041",6,6,0
"90042A",33,33,0
"90042B",6,6,0
"90042C",26,26,0
"90043",6,6,0
"90046",7,8,1
"90048",8,9,1
"90049",6,7,1
"90050",6,7,1
"90051",11,11,0
"90052",5,5,0
"90053",10,10,0
"90054",17,17,0
"90055",10,10,0
"90056",14,14,0
"90057",38,38,0
"90058A",13,14,1
"90058B",29,30,1
"90059A",48,49,1
"90059B",16,17,1
"90059C",23,24,1
"90059D",40,41,1
"90059E",33,34,1
"90059F",27,28,1
"90060B",4,4,0
"90060C",3,3,0
"90060D",8,8,0
"90060F",18,18,0
"90062",109,113,4
"90063A",13,13,0
"90063B",14,14,0
"90064A",12,12,0
"90064B",12,13,1
"90065A",16,17,1
"90065B",16,16,0
"90066A",2,2,0
"90067A",16,16,0
"90067B",6,6,0
"90068",2,2,0
"90069",5,5,0
"90070",35,37,2
"90071",73,73,0
"90072",30,30,0
"90073",34,34,0
"90074",6,6,0
"90075",8,8,0
"90076",7,8,1
"90077",5,5,0
"90078",5,5,0
"90079",13,13,0
"90081A",24,24,0
"90081B",3,3,0
"90081C",36,36,0
"90082A",32,32,0
"90082B",25,25,0
"90082C",3,3,0
"90082D",51,52,1
"90083",15,15,0
"90084",9,10,1
"90085",29,31,2
"90086",46,46,0
"90087",53,55,2
"90088",14,16,2
"90089",26,26,0
"90090",22,24,2
"90091",2,2,0
"90092",10,11,1
"90093",25,27,2
"90094",38,38,0
"90095",3,3,0
"90096",49,49,0
"90098",55,56,1
"90099",25,25,0
"90100",12,12,0
"90101",29,30,1
"90102",4,4,0
"90103",30,30,0
"90104",49,49,0
"90108",21,22,1
"90111",6,6,0
"90112",20,20,0
"90114",111,111,0
"90115",60,60,0
"90116",63,63,0
"90118",29,30,1
"90119",42,42,0
"90120A",41,41,0
"90120B",42,42,0
"90120C",58,58,0
"90120D",40,40,0
"90121B",9,10,1
"90122A",31,31,0
"90122B",26,26,0
"90122C",30,30,0
"90123A",19,19,0
"90123B",13,13,0
"90123C",12,12,0
"90123D",14,14,0
"90124A",20,20,0
"90124B",30,30,0
"90124C",16,16,0
"90125A",18,19,1
"90125B",17,17,0
"90125C",10,10,0
"90125D",36,36,0
"90125E",17,17,0
"90126A",5,5,0
"90126B",3,3,0
"90126C",5,5,0
"90127A",2,2,0
"90127B",2,2,0
"90128A",10,10,0
"90128B",6,6,0
"90128C",6,6,0
"90128D",7,7,0
"90129A",73,73,0
"90129B",62,62,0
"90129C",51,51,0
"90129D",34,34,0
"90129E",59,59,0
"90129F",41,41,0
"90130A",16,16,0
"90130B",49,49,0
"90130C",24,24,0
"90130D",8,8,0
"90131",5,5,0
"90132",7,7,0
"90133",36,36,0
"90134",96,96,0
"90135",3,3,0
"90135A",4,4,0
"90136",3,3,0
"90137",15,15,0
"90138",17,17,0
"90139",18,18,0
"90140",7,7,0
"90141A",17,17,0
"90141B",9,9,0
"90141C",13,13,0
"90141D",5,5,0
"90141E",5,5,0
"90142A",4,4,0
"90142B",1,1,0
"90142C",1,1,0
"90142D",5,5,0
"90143",41,43,2
"90144",33,33,0
"90145",45,45,0
"90146",19,20,1
"90147",58,60,2
"90148",18,19,1
"90149",9,9,0
"90150",8,8,0
"90151",9,9,0
"90152A",7,7,0
"90152B",5,5,0
"90152C",4,4,0
"90154",7,7,0
"90155",21,21,0
"90156",14,14,0
"90157",24,24,0
"90158",63,63,0
"90159",20,20,0
"90160A",25,26,1
"90160B",29,29,0
"90160C",45,45,0
"90160D",25,26,1
"90161A",43,43,0
"90161B",76,76,0
"90161C",100,100,0
"90161D",75,75,0
"90162A",11,11,0
"90162B",20,21,1
"90162C",16,16,0
"90162D",14,14,0
"90163A",24,24,0
"90163B",9,9,0
"90164A",25,25,0
"90164B",35,35,0
"90165A",27,27,0
"90165B",35,35,0
"90166",31,32,1
"90167",111,113,2
"90168",24,25,1
"90169",23,24,1
"90170",73,74,1
"90171",27,27,0
"90173",51,52,1
"90174",32,34,2
"90175A",62,64,2
"90175B",27,28,1
"90175C",20,20,0
"90175D",41,41,0
"90176A",7,8,1
"90176B",4,4,0
"90176C",6,8,2
"90176D",7,8,1
"90176E",3,3,0
"90177A",14,15,1
"90177B",19,19,0
"90177C",24,25,1
"90177D",25,26,1
"90177E",22,23,1
"90178A",21,21,0
"90178B",11,11,0
"90179A",9,9,0
"90179B",9,9,0
"90179C",16,17,1
"90180A",29,30,1
"90180B",14,14,0
"90181A",14,14,0
"90181B",24,24,0
"90181C",5,5,0
"90182A",9,9,0
"90182B",6,6,0
"90182C",13,14,1
"90183A",31,32,1
"90183B",24,24,0
"90183C",14,14,0
"90184A",25,25,0
"90184B",47,49,2
"90184C",50,50,0
"90185A",26,29,3
"90185B",34,39,5
"90185C",32,39,7
"90185D",35,37,2
"90186A",33,33,0
"90186B",31,31,0
"90187A",7,7,0
"90187B",15,15,0
"90188",20,20,0
"90189A",8,8,0
"90189B",2,2,0
"90190A",31,31,0
"90190B",15,15,0
"90190C",36,36,0
"90191",22,22,0
"90192",53,54,1
"90194",21,21,0
"90195A",44,46,2
"90195B",26,27,1
"90196A",11,12,1
"90196B",14,14,0
"90197B",51,51,0
"90197D",4,4,0
"90198A",84,84,0
"90198B",49,49,0
"90199A",16,17,1
"90199B",31,31,0
"90199C",31,32,1
"90199D",16,16,0
"90200A",99,101,2
"90200B",84,86,2
"90200C",98,100,2
"90200D",150,151,1
"90200E",91,96,5
"90201A",54,55,1
"90201B",54,57,3
"90201C",46,47,1
"90201D",57,57,0
"90202A",23,24,1
"90202B",16,17,1
"90202C",25,26,1
"90202D",24,25,1
"90203",34,35,1
"90204",37,38,1
"90205A",22,22,0
"90205C",24,24,0
"90206A",12,12,0
"90206C",57,57,0
"90208",68,69,1
"90209A",10,12,2
"90209B",97,97,0
"90209C",66,68,2
"90210A",21,21,0
"90210B",24,24,0
"90210C",14,14,0
"90210D",23,23,0
"90211A",21,21,0
"90211B",26,27,1
"90212B",28,28,0
"90212C",7,7,0
"90214A",104,105,1
"90214B",40,40,0
"90214C",69,70,1
"90214D",50,50,0
"90214E",67,68,1
"90214F",27,27,0
"90214G",48,50,2
"90214H",53,53,0
"90214I",27,28,1
"90214J",88,89,1
"90214K",83,84,1
"90214L",68,70,2
"90214M",64,64,0
"90214N",43,43,0
"90214O",18,18,0
"90214P",33,34,1
"90214R",50,50,0
"90214S",86,87,1
"90214T",24,24,0
"90214U",2,2,0
"90214V",24,24,0
"90214W",8,8,0
"90214Y",10,10,0
"90214Z",18,18,0
